title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
Oregon State to co-lead $30 million USDA regional food business center - Oregon State University	https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vdG9kYXkub3JlZ29uc3RhdGUuZWR1L25ld3Mvb3JlZ29uLXN0YXRlLWNvLWxlYWQtMzAtbWlsbGlvbi11c2RhLXJlZ2lvbmFsLWZvb2QtYnVzaW5lc3MtY2VudGVy0gEA?oc=5	Oregon State University will co-lead a $30 million U.S. Department of Agriculture regional food business center that will support farmers, ranchers and other food-related businesses to access new markets. The Northwest and Rocky Mountain Regional Food Business Center will focus on four areas: Strengthening local supply chains for animal proteins, connecting and scaling food entrepreneurs, supporting climate-resilient agriculture, and “right-sizing” investment and infrastructure.	TRUE, because the center will support the development and implementation of new and improved products and processes that reduce negative environmental externalities.	TRUE, because the center will support the development and implementation of new and improved business processes that are more efficient, effective, and sustainable.	TRUE, because the center will support the development and implementation of new and improved products that are more sustainable.	TRUE, because the center will support the development and implementation of new and improved processes that are more sustainable.	Oregon State University	Oregon State University	Northwest and Rocky Mountain Regional Food Business Center	['541990 - All Other Professional, Scientific, and Technical Services', '541712 - Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)', '541611 - Administrative Management and General Management Consulting Services', '541614 - Process, Physical Distribution, and Logistics Consulting Services']	FALSE, because the described product or process innovation is not an example of greenwashing.
Bill would shield recyclers from PFAS cleanup costs - Resource Recycling	https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vcmVzb3VyY2UtcmVjeWNsaW5nLmNvbS9yZWN5Y2xpbmcvMjAyMy8wNS8xNS9iaWxsLXdvdWxkLXNoaWVsZC1yZWN5Y2xlcnMtZnJvbS1wZmFzLWNsZWFudXAtY29zdHMv0gFoaHR0cHM6Ly9yZXNvdXJjZS1yZWN5Y2xpbmcuY29tL3JlY3ljbGluZy8yMDIzLzA1LzE1L2JpbGwtd291bGQtc2hpZWxkLXJlY3ljbGVycy1mcm9tLXBmYXMtY2xlYW51cC1jb3N0cy8?oc=5	The article reports on a bill introduced in the U.S. Senate that protects composting, recycling and garbage facilities from cleanup cost liability of a class of chemicals called PFAS. The bill exempts certain facilities from liability under the federal Comprehensive Environmental Response, Compensation, and Liability Act of 1980, commonly known as CERCLA. Several organizations voiced support for the bill.	TRUE. The bill promotes environmental sustainability by protecting composting, recycling, and garbage facilities from cleanup cost liability related to PFAS contamination.	FALSE. The article does not describe a new or improved product or business process that differs significantly from the firm’s previous products or business processes.	FALSE. The article does not describe a new or improved good or service that differs significantly from the firm’s previous goods or services	FALSE. The article does not describe a new or improved business process for one or more business functions that differs significantly from the firm’s previous business processes.	company not identified	company not identified	PFAS Contamination Cleanup Cost Liability Exemption for Composting, Recycling and Garbage Facilities	['562219 - Other Solid Waste Collection', '562920 - Materials Recovery Facilities', '562998 - All Other Miscellaneous Waste Management Services', '325998 - All Other Miscellaneous Chemical Product and Preparation Manufacturing']	FALSE. The article does not describe a product or process innovation that is an example of greenwashing.
Formulation of the new Mid-term Management Plan ”Nitto for Everyone 2025” | Nitto - Nitto Denko Corporation	https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5pdHRvLmNvbS91cy9lbi9wcmVzcy8yMDIzLzA1MzFfMDIuanNw0gEA?oc=5	Nitto Group prioritizes ESG. To contribute to a sustainable global environment and the healthy living of people, the Nitto Group aims to create new products and services at the intersections of Environment, Social and Governance focus domains.	TRUE	TRUE	TRUE	TRUE	Nitto Group	Nitto Group	Nitto for Everyone 2025	['325998 - All Other Miscellaneous Chemical Product Manufacturing', '339113 - Surgical and Medical Instrument Manufacturing', '339114 - Dental Equipment and Supplies Manufacturing', '541712 - Research and Development in the Physical, Engineering, and Life Sciences']	FALSE
UM Announces New U.S. Leadership Across Growth, Strategy, Planning, Intelligence, Client Services and Operations - PR Newswire	https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL3VtLWFubm91bmNlcy1uZXctdXMtbGVhZGVyc2hpcC1hY3Jvc3MtZ3Jvd3RoLXN0cmF0ZWd5LXBsYW5uaW5nLWludGVsbGlnZW5jZS1jbGllbnQtc2VydmljZXMtYW5kLW9wZXJhdGlvbnMtMzAxODIzMzU1Lmh0bWzSAQA?oc=5	UM, a global media agency network of IPG Mediabrands, has announced new U.S. leadership to bolster the agency's commitment to upleveling craft across all practices. The appointments include Grant Ogburn to Chief Growth Officer, Myia Thompkins to Chief Strategy Officer, Preston Larson to Chief Planning Officer, Brendon Volpe to Chief Intelligence Officer and the elevations of Erin Quintana to Chief Client Officer and Jennifer Wadeyka to Chief Operating Officer.   This announcement follows several accolades UM has recently received, including being named a FORTUNE Best Workplace in Advertising & Marketing, a Top Workplace in the US by Great Places to Work several times over and distinctions for "Inclusive Workplace" and "Sustainability Standout" in Campaign's 2023 Agency Performance Review.	FALSE	TRUE	FALSE	FALSE	UM	UM Worldwide	product or process not identified	[]	FALSE
The challenges of greenhouse gas accounting in the UK's waste and recycling sector - Ricardo PLC	https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5yaWNhcmRvLmNvbS9lbi9uZXdzLWFuZC1pbnNpZ2h0cy9pbnNpZ2h0cy90aGUtY2hhbGxlbmdlcy1vZi1ncmVlbmhvdXNlLWdhcy1hY2NvdW50aW5nLWluLXRoZS11ay1zLXdhc3RlLWFuZC1yZWN5Y2xpbmctc2VjdG9y0gEA?oc=5	The waste and recycling sector is making progress on the journey to net zero but faces challenges in collecting, analysing and reporting emissions. The sector contributes to avoided emissions across the supply chains of other industries, but cannot claim credits for these. Waste management companies face challenges in data collection and reporting, as well as a lack of a framework on accounting for avoided emissions.	TRUE. The article discusses the challenges of greenhouse gas accounting in the UK’s waste and recycling sector, which is an environmental sustainability issue, so it is a green innovation.	FALSE. The article does not describe a product or process that meets the criteria to be a business innovation.	FALSE. The article does not describe a product that meets the criteria to be a green product.	FALSE. The article does not describe a process that meets the criteria to be a green process.	Ricardo	Ricardo plc	GHG emissions accounting in the UK’s waste and recycling sector	['562111 - Solid Waste Collection', '562112 - Hazardous Waste Collection', '562119 - Other Waste Collection', '562211 - Hazardous Waste Treatment and Disposal']	FALSE. The article does not describe a product or process innovation that is an example of greenwashing.
Tesla Teases Two New EVs That Could Sell More Than 5 Million Units Per Year - CarScoops	https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmNhcnNjb29wcy5jb20vMjAyMy8wNS90ZXNsYS10ZWFzZXMtdHdvLW5ldy1ldnMtdGhhdC1jb3VsZC1zZWxsLW1vcmUtdGhhbi01LW1pbGxpb24tdW5pdHMtcGVyLXllYXIv0gEA?oc=5	Tesla has announced two new electric vehicles (EVs) that are expected to have a combined annual sales volume of over 5 million units. The company claims that these new products will have superior design and manufacturing techniques compared to existing industry offerings. No product or launch date has been announced, but it is expected that the new vehicles will be unveiled later this year.	TRUE. The article describes two new EVs that are expected to have a combined annual sales volume of over 5 million units. These new products are expected to have superior design and manufacturing techniques compared to existing industry offerings, which suggests that they may have some green innovation features.	TRUE. The article describes two new products that are expected to have a combined annual sales volume of over 5 million units. These new products are expected to have superior design and manufacturing techniques compared to existing industry offerings, which would make them a business innovation if they are significantly different from Tesla's previous products.	NOT ENOUGH INFORMATION. The article does not provide enough information to determine whether the new products are green products.	NOT ENOUGH INFORMATION. The article does not provide enough information to determine whether the new products are made using green processes.	Tesla	Tesla, Inc.	Two new unnamed EVs	336111 - Automobile Manufacturing 3363 - Motor Vehicle Parts Manufacturing 336399 - All Other Motor Vehicle Parts Manufacturing 532111 - Passenger Car Dealers	NOT ENOUGH INFORMATION. The article does not provide enough information to determine whether the new products are an example of greenwashing.
Global Party Supply Rental Market Report 2023: Increasing Parties and Functions by Human Resource Management in ... - GlobeNewswire	https://news.google.com/rss/articles/CBMi2AFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9lbi9uZXdzLXJlbGVhc2UvMjAyMy8wNS8xOC8yNjcxNzc0LzI4MTI0L2VuL0dsb2JhbC1QYXJ0eS1TdXBwbHktUmVudGFsLU1hcmtldC1SZXBvcnQtMjAyMy1JbmNyZWFzaW5nLVBhcnRpZXMtYW5kLUZ1bmN0aW9ucy1ieS1IdW1hbi1SZXNvdXJjZS1NYW5hZ2VtZW50LWluLUNvcnBvcmF0aW9ucy1Ecml2ZXMtR3Jvd3RoLmh0bWzSAQA?oc=5	The global market for party supply rentals is growing due to rising personal disposable income, the trend towards more elaborate celebrations, and the influence of social media. The market is expected to reach $37.54 billion by 2030.  There is no information in this article about a specific green innovation, business innovation, green product, green process, or company, so the corresponding fields in this  object are set to 'not identified'.  This article does not provide any examples of greenwashing.	FALSE - no green innovation is described in the provided text	FALSE - no business innovation is described in the provided text	FALSE - no green product is described in the provided text	FALSE - no green process is described in the provided text	company not identified	company not identified	product or process not identified	['488990 - Other Amusement and Recreation Industries']	no information about greenwashing is provided in the supplied text
Hershey releases environmental, social and governance report highlighting sustainability targets - Confectionery Production	https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5jb25mZWN0aW9uZXJ5cHJvZHVjdGlvbi5jb20vbmV3cy80NDI2MC9oZXJzaGV5LXJlbGVhc2VzLWVudmlyb25tZW50YWwtc29jaWFsLWFuZC1nb3Zlcm5hbmNlLXJlcG9ydC1oaWdobGlnaHRpbmctc3VzdGFpbmFiaWxpdHktdGFyZ2V0cy_SAQA?oc=5	The Hershey Company's 2022 ESG Report highlights progress on sustainability goals, including reducing environmental impact and promoting diversity. The company's Cocoa For Good strategy aims to invest $500 million by 2030 to improve cocoa farming communities, and it has achieved 77% cocoa sourcing visibility by volume in Côte d’Ivoire and Ghana. Hershey is also committed to reducing its environmental impact, with a goal to achieve a 50% absolute reduction in Scope 1 and 2 greenhouse gas emissions by 2030 against a 2018 baseline.	TRUE, The company's Cocoa For Good strategy, which aims to invest $500 million by 2030 to improve cocoa farming communities, can be considered a green innovation as it contributes to environmental sustainability goals.	FALSE, The article does not describe a specific product or process that meets the criteria to be a business innovation.	FALSE, The article does not describe a specific product that meets the criteria to be a green product.	TRUE, The company's transition to using rice husks as biofuel to power production at its India plant can be considered a green process as it reduces carbon intensity and contributes to environmental sustainability.	The Hershey Company	The Hershey Company	Cocoa For Good strategy and transition to using rice husks as biofuel	['311311 - Chocolate and Confectionery Manufacturing from Purchased Chocolate', '311320 - Confectionery Manufacturing, Except Chocolate', '311411 - Frozen Fruit, Juice, and Vegetable Processing', '311421 - Fruit and Vegetable Canning, Pickling, and Drying']	FALSE, The article does not provide any evidence to suggest that the described product or process innovation is an example of greenwashing.
B.C. government pledges additional $25 million for coastal cleanup - Aldergrove Star	https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmFsZGVyZ3JvdmVzdGFyLmNvbS9uZXdzL2ItYy1nb3Zlcm5tZW50LXBsZWRnZXMtYWRkaXRpb25hbC0yNS1taWxsaW9uLWZvci1jb2FzdGFsLWNsZWFudXAtMjI2OTkwMdIBAA?oc=5	The British Columbia government has invested $25 million into its Clean Coast, Clean Waters Initiative to remove derelict vessels and clean up marine debris along 4,600 km of shoreline, creating over 1,700 jobs. The initiative has removed 1,500 tonnes of marine debris, including 118 derelict vessels, and 64% of shoreline materials have been recycled or upcycled. The Coastal First Nations-Great Bear Initiative will receive $7.5 million to support ecosystem restoration and protection through sustainable resource management practices.	TRUE, The initiative reduces negative environmental externalities of human activity by removing derelict vessels and cleaning up marine debris.	TRUE, The initiative is a new or improved business process for one or more business functions that differs significantly from the firm's previous business processes and that has been brought into use in the firm.	FALSE, The article does not describe a specific green product.	FALSE, The article does not describe a specific green process.	Government of British Columbia	Government of British Columbia	Clean Coast, Clean Waters Initiative	['562212 - Solid Waste Collection', '562998 - All Other Miscellaneous Waste Management Services', '921190 - Other General Government Support', '922160 - Water and Sewer Systems']	FALSE, The described product or process innovation does not appear to be an example of greenwashing.
Top 10 Best Smart Home Companies In India In 2023 - Inventiva	https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmludmVudGl2YS5jby5pbi90cmVuZHMvc21hcnQtaG9tZS1jb21wYW5pZXMtaW4taW5kaWEtaW4tMjAyMy_SAQA?oc=5	Smart home technology is burgeoning in India as companies offer innovative products and services for convenience, energy savings, and security. Many Indian companies, including Wipro, Lutron, MiHome, and Larsen & Toubro, are leading the market with their high-quality smart home solutions. The increasing demand for smart home technology in India is expected to continue in 2023, with more companies entering the market and offering innovative solutions.	TRUE	TRUE	TRUE	TRUE	Wipro	Wipro Limited	Smart Home Solutions	['519190: All Other Information Services', '541519: Other Computer Related Services', '561621: Security Systems Services', '561790: Other Telecommunications']	FALSE
