title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
EU consumer group wants to ban carbon-neutral claims - Food Business News	https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmZvb2RidXNpbmVzc25ld3MubmV0L2FydGljbGVzLzIzNDQ2LWV1LWNvbnN1bWVyLWdyb3VwLXdhbnRzLXRvLWJhbi1jYXJib24tbmV1dHJhbC1jbGFpbXPSAQA?oc=5	Carbon-neutral claims on products are misleading and scientifically inaccurate, according to the European consumer organization BEUC. The BEUC is asking the European Union to ban the use of carbon-neutral claims for all products, including food and drink products. The Climate Neutral Group includes carbon offsetting as a way to help companies achieve carbon neutrality, but says that offsetting should not be a free pass to continue emitting greenhouse gasses.	TRUE. The concept of offsetting carbon credits as a way to mitigate greenhouse gas emissions is an example of green innovation.	FALSE. The referenced innovation of carbon offsetting and carbon credits is a process that does not meet the criteria to be a business innovation.	FALSE. The referenced innovation of carbon offsetting and carbon credits is a process that does not meet the criteria to be a green product.	TRUE. The referenced innovation of carbon offsetting and carbon credits is a green process that helps companies reduce their carbon footprint by investing in projects that reduce or remove greenhouse gasses from the atmosphere.	Climate Neutral Group	Climate Neutral Group	carbon offsetting	['541330: Engineering Services', '541611: Administrative Management and General Management Consulting Services', '541690: Other Management Consulting Services', '541990: All Other Professional, Scientific, and Technical Services']	The article does not indicate whether carbon offsetting and carbon credits are an example of greenwashing.
Wyke Farms carbon-neutral Aged English Cheddar expands availability in U.S. - dairyfoods.com	https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmRhaXJ5Zm9vZHMuY29tL2FydGljbGVzLzk2MjY2LXd5a2UtZmFybXMtY2FyYm9uLW5ldXRyYWwtYWdlZC1lbmdsaXNoLWNoZWRkYXItZXhwYW5kcy1hdmFpbGFiaWxpdHktaW4tdXPSAQA?oc=5	Wyke Farms has expanded U.S. availability of Ivy’s Reserve Vintage Cheddar.  The cheddar cheese produces 18,000 tons of cheese annually using milk from its own grass-grazing herds. Wyke Farms says it's the “world’s first carbon-neutral Aged English Cheddar.	TRUE; The article describes a product that is carbon neutral.	FALSE; The article describes a product innovation, not a business innovation.	TRUE; The article describes a product innovation that produces 18,000 tons of cheese annually using milk from its own grass-grazing herds and is carbon neutral	FALSE; The article describes a product innovation, not a process innovation.	Wyke Farms	Wyke Farms	Ivy's Reserve Vintage Cheddar	['311511 - Cheese Manufacturing', '311512 - Butter Manufacturing', '311513 - Dry, Condensed, and Evaporated Dairy Product Manufacturing', '311514 - Ice Cream and Frozen Dessert Manufacturing']	FALSE
Hanon Systems Commits to Science-Based Targets Initiative (SBTi) - PR Newswire	https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvaGFub24tc3lzdGVtcy1jb21taXRzLXRvLXNjaWVuY2UtYmFzZWQtdGFyZ2V0cy1pbml0aWF0aXZlLXNidGktMzAxNzc1MzI1Lmh0bWzSAQA?oc=5	1. Hanon Systems has joined the Business Ambition for 1.5°C campaign to set emission reduction targets in line with the Paris Agreement and pursue efforts to limit warming to 1.5°C. 2. As part of its commitment to carbon neutrality by 2040, Hanon Systems has established a Carbon Neutral Office to oversee the reduction of its carbon footprint. 3. Hanon Systems will submit its science-based targets for official validation to the SBTi within the next 24 months.	TRUE, the article describes a company setting targets for reducing greenhouse gas emissions in line with the Paris Agreement.	FALSE, the article does not describe a new or improved product or business process.	FALSE, the article does not describe a new or improved environmentally sustainable product.	FALSE, the article does not describe a new or improved environmentally sustainable process.	Hanon Systems	Hanon Systems	not identified	['336312 - Motor Vehicle Air-Conditioning Manufacturing', '336322 - Motor Vehicle Lighting Equipment Manufacturing', '336399 - Other Motor Vehicle Electrical and Electronic Equipment Manufacturing', '336340 - Motor Vehicle Transmission and Power Train Parts Manufacturing']	FALSE, the article does not appear to be an example of greenwashing, as it describes a real commitment by the company to reduce its carbon footprint.
EU urged to ban 'carbon neutral' claims for food and drink: 'There's no such thing as a CO2 neutral banana' - FoodNavigator.com	https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5mb29kbmF2aWdhdG9yLmNvbS9BcnRpY2xlLzIwMjMvMDMvMTAvRVUtdXJnZWQtdG8tYmFuLWNhcmJvbi1uZXV0cmFsLWNsYWltcy1mb3ItZm9vZC1hbmQtZHJpbmstVGhlcmUtcy1uby1zdWNoLXRoaW5nLWFzLWEtQ08yLW5ldXRyYWwtYmFuYW5h0gEA?oc=5	The European Consumer Organisation (BEUC) is calling for a ban on all carbon neutral claims, including ‘carbon neutral’, ‘CO2 neutral’, ‘carbon positive’, and ‘carbon neutral certified’, arguing that they are misleading and scientifically inaccurate. BEUC believes such claims mislead consumers, giving the false impression that the products are a good choice for the planet. The Carbon Trust, which measures and certifies companies’ carbon neutral claims, agrees that claims such as ‘carbon positive’ or ‘climate negative’ should be off the table.	FALSE	FALSE	FALSE	FALSE	The European Consumer Organisation (BEUC)	The European Consumer Organisation (BEUC)	carbon neutral claims	['561312 - Offices of Certified Public Accountants', '813990 - Other Similar Organizations (except Business Associations)', '541990 - All Other Professional, Scientific, and Technical Services', '926110 - Administration of Environmental Quality Programs']	The article argues that carbon neutral claims for food and drink products are a form of greenwashing because they give the false impression that the products have no negative environmental impact.
Multi X launches 100% carbon-neutral certified salmon - Aquafeed.com	https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmFxdWFmZWVkLmNvbS9uZXdzcm9vbS9mYXJtaW5nLW5ld3MvbXVsdGkteC1sYXVuY2hlcy0xMDAtY2FyYm9uLW5ldXRyYWwtY2VydGlmaWVkLXNhbG1vbi_SAQA?oc=5	Multi X Frozen, Fillet Trim D is the first Chilean carbon-neutral certified product available in the U.S. market, giving consumers the option of buying a sustainable product that helps develop local communities and increase green energy infrastructures. The company partnered with Climate Impact Partners and BioMar to reduce the carbon footprint of the final product with sustainable feed alternatives. Multi X continues to work on CarbonNeutral® certification for other product lines as it drives to achieve carbon neutrality by 2030.	TRUE, the product contributes to environmental sustainability goals by reducing harmful substances, reducing resource consumption, and protecting biological systems.	TRUE, the product is a new or improved product that differs significantly from the firm's previous products and has been introduced on the market.	TRUE, the product is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE, the process minimizes environmental impacts and promotes sustainability by reducing waste, conserving natural resources, and decreasing energy consumption.	Multi X	Multiexport Foods S.A.	100% CarbonNeutral® Certified Chilean salmon	['311710 - Seafood Canning', '311991 - Other Fish Products Preparation and Packaging', '311999 - All Other Miscellaneous Food Manufacturing', '114112 - Finfish Farming and Fish Hatcheries']	FALSE, the product is not an example of greenwashing because it is a legitimate and certified sustainable product.
How sustainable are your running shoes? - Runner's World UK	https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnJ1bm5lcnN3b3JsZC5jb20vdWsvZ2Vhci9zaG9lcy9hNDMzODc2MzAvc3VzdGFpbmFibGUtcnVubmluZy1zaG9lcy_SAQA?oc=5	The running shoe industry is facing increasing pressure to reduce its environmental impact. Some brands are making progress by using recycled materials and sustainable manufacturing processes. However, more needs to be done to achieve the industry's goal of becoming carbon neutral.	TRUE; The article discusses the use of renewable materials and sustainable manufacturing processes in the running shoe industry. This is an example of green innovation because it reduces the environmental impact of the industry.	TRUE; The article discusses a variety of business innovations in the running shoe industry, such as new product designs, manufacturing processes, and marketing strategies. These innovations are designed to make the industry more sustainable and profitable.	TRUE; The article discusses the use of recycled materials and sustainable manufacturing processes in the running shoe industry. This is an example of a green product because it reduces the environmental impact of the product.	TRUE; The article discusses the use of sustainable manufacturing processes in the running shoe industry. This is an example of a green process because it reduces the environmental impact of the manufacturing process.	Asics	ASICS Corporation	Gel-Lyte III CM shoe	['316219 - Other Footwear Manufacturing', '315999 - All Other Apparel Accessories and Other Apparel Manufacturing', '316250 - Rubber and Plastics Footwear Manufacturing', '424340 - Footwear Stores']	FALSE; The article does not provide any evidence that the Gel-Lyte III CM shoe is an example of greenwashing.
Elovena® considered one of the most responsible brands in Finland – our systematic responsibility work continues - Cision News	https://news.google.com/rss/articles/CBMikgFodHRwczovL25ld3MuY2lzaW9uLmNvbS9yYWlzaW8tb3lqL3IvZWxvdmVuYS0tY29uc2lkZXJlZC1vbmUtb2YtdGhlLW1vc3QtcmVzcG9uc2libGUtYnJhbmRzLWluLWZpbmxhbmQtLS1vdXItc3lzdGVtYXRpYy1yZXNwb25zaWJpbGl0eS13byxjMzczNzg1N9IBAA?oc=5	Raisio's Elovena brand was ranked in the top 3 of the Sustainable Brand Index for 2022, demonstrating its commitment to sustainability and responsibility. The company focuses on producing plant-based products, promoting sustainable packaging and reducing their environmental footprint through carbon-neutral production and biodiversity protection.	TRUE, Elovena's focus on sustainability and their commitment to using environmentally friendly packaging and promoting plant-based products meets the criteria for green innovation	TRUE, The development of a plant-based products factory and the implementation of carbon-neutral production processes are examples of business innovation as they involve the introduction of new and improved products and business processes that differ significantly from the company's previous offerings.	TRUE, Elovena's plant-based products and environmentally friendly packaging meet the criteria for a green product as they are designed to reduce environmental impact and promote sustainability.	TRUE, Elovena's carbon-neutral production processes and their involvement in the Hiililounas project, which focuses on reducing the carbon footprint of domestic plant proteins, meet the criteria for a green process as they involve methods and techniques that minimize environmental impacts.	Raisio	Raisio plc	Elovena products	['311225 - Fats and Oils Refining and Blending', '311999 - All Other Food Manufacturing', '322211 - Paperboard Mills', '322212 - Paperboard Container Manufacturing']	FALSE, the article does not provide any evidence to suggest that Raisio's Elovena products or processes are an example of greenwashing.
Unwrapping Eco-Labels: What Do They Really Mean? - U.S. News & World Report	https://news.google.com/rss/articles/CBMia2h0dHBzOi8vaGVhbHRoLnVzbmV3cy5jb20vaGVhbHRoLW5ld3MvYmxvZ3MvZWF0LXJ1bi9hcnRpY2xlcy91bndyYXBwaW5nLWVjby1sYWJlbHMtd2hhdC1kby10aGV5LXJlYWxseS1tZWFu0gEA?oc=5	Eco-labels are proliferating on food products and restaurant menus to inform consumers about environmental impact. Some labels, such as "climate neutral" and "regenerative organic," can help consumers make more sustainable choices. However, experts caution that some labels may be misleading or lack meaningful guidance, and suggest that consumers focus on reducing meat consumption and food waste.	TRUE	TRUE	TRUE	TRUE	company not identified	company not identified	eco-labels on food products and restaurant menus	['311999 - All Other Food Manufacturing', '311812 - Commercial Bakeries', '311813 - Flour Milling', '311611 - Dairy Product Manufacturing']	The article does not provide examples of greenwashing.
Royale® tissue products are certified carbon neutral by the Carbon Trust - Canada NewsWire	https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3Lm5ld3N3aXJlLmNhL25ld3MtcmVsZWFzZXMvcm95YWxlLXItdGlzc3VlLXByb2R1Y3RzLWFyZS1jZXJ0aWZpZWQtY2FyYm9uLW5ldXRyYWwtYnktdGhlLWNhcmJvbi10cnVzdC04OTkyNzI1ODQuaHRtbNIBAA?oc=5	Royale tissue products have achieved carbon neutral certification from the Carbon Trust.  The certification includes the carbon footprint of all scopes including input materials, production, distribution, use-phase, and end-of-life phase of the tissue products.  Royale tissue products are manufactured by Irving Consumer Products Limited, an affiliate of J.D. Irving, Limited, which is recognized for responsible forest management and contributions to ecosystem research, habitat conservation and reforestation.	TRUE, the article describes a product innovation that contributes to environmental sustainability goals and reduces negative environmental externalities of human activity.	TRUE, the article describes a product innovation that is new or improved and differs significantly from the firm's previous products.	TRUE, the article describes a product that is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	FALSE, the article does not mention any process innovations.	Royale	Irving Consumer Products Limited	Royale tissue products	['322121 - Pulp Mills', '322130 - Paper Mills', '322211 - Corrugated and Solid Fiber Box Manufacturing', '322224 - Folding Paperboard Box Manufacturing']	FALSE, the article provides evidence to support the environmental claims made about the product.
Discover the Top 10 Emission Reduction Technology Trends in 2023 - StartUs Insights	https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnN0YXJ0dXMtaW5zaWdodHMuY29tL2lubm92YXRvcnMtZ3VpZGUvZW1pc3Npb24tcmVkdWN0aW9uLXRlY2hub2xvZ3ktdHJlbmRzL9IBAA?oc=5	Green innovations are becoming increasingly important in the fight against climate change. Business innovations can also contribute to environmental sustainability. Green products are designed, manufactured, and used in a way that significantly reduces their environmental impact throughout their life cycle. Green processes minimize environmental impacts and promote sustainability. Greenwashing is the act of making false or misleading statements about the environmental benefits of a product or practice.	TRUE, because the article refers to new or improved products or processes that contribute to environmental sustainability goals, such as reducing carbon emissions, reducing or replacing harmful substances, or reducing resource consumption by developing a circular economy.	TRUE, because the article refers to new or improved products or processes that differ significantly from the firm's previous products or processes and that have been introduced on the market or brought into use by the firm.	TRUE, because the article refers to goods or services that are designed, manufactured, and used in a way that significantly reduces their environmental impact throughout their life cycle.	TRUE, because the article refers to methods or techniques in manufacturing, production, or any other operational activity that minimizes environmental impacts and promotes sustainability.	Innovation Map	Innovation Map	Innovation Map	['541990 - All Other Professional, Scientific, and Technical Services', '541720 - Research and Development in the Physical, Engineering, and Life Sciences', '541611 - Administrative Management and General Management Consulting Services', '541612 - Human Resources Consulting Services']	The article does not provide enough information to determine whether the described product or process innovation is an example of greenwashing.
