title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
Accelerating the Transition to Green Energy with Product Lifecycle Management - POWER magazine	https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnBvd2VybWFnLmNvbS9hY2NlbGVyYXRpbmctdGhlLXRyYW5zaXRpb24tdG8tZ3JlZW4tZW5lcmd5LXdpdGgtcHJvZHVjdC1saWZlY3ljbGUtbWFuYWdlbWVudC_SAQA?oc=5	Energy companies are increasingly using digital technologies and product lifecycle management (PLM) to accelerate the transition to green energy and a decarbonized, sustainable, and circular economy. PLM is playing a key role in helping companies design for sustainability, reduce their product carbon footprints, and implement more circular waste reduction. The use of PLM and modern asset management can help companies manage their power plants more efficiently and improve data consistency.	TRUE, The article describes several examples of green innovations, such as the use of PLM to design wind turbines and solar panels for sustainability, and the development of small modular reactors (SMRs).	TRUE, the article describes several examples of business innovations, such as the use of PLM to improve the efficiency of power plants and the development of new SMR technologies.	TRUE, The article describes several examples of green products, such as wind turbines and solar panels that are designed for sustainability and have a low carbon footprint.	TRUE, The article describes several examples of green processes, such as the use of PLM to implement more circular waste reduction and the development of new SMR technologies that have inherent safety and waste management attributes.	CIMdata	CIMdata, Inc.	product lifecycle management (PLM)	['541511, Custom Computer Programming Services', '541512, Computer Systems Design Services', '541513, Computer Facilities Management Services', '541519, Other Computer Related Services']	FALSE, The article does not provide any examples of greenwashing.
Building sustainable cities: How urban infrastructure can address energy challenges and shocks - PwC	https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5wd2MuY29tL2d4L2VuL2lzc3Vlcy9lc2cvdGhlLWVuZXJneS10cmFuc2l0aW9uL3N1c3RhaW5hYmxlLWNpdGllcy10YWNrbGluZy1jbGltYXRlLWNoYW5nZS10aHJvdWdoLXVyYmFuLWVuZXJneS10cmFuc2l0aW9uLmh0bWzSAQA?oc=5	Cities need to transition from classical value and supply chains to value networks and ecosystems, integrating renewable energy into urban infrastructure development and tapping into the circular economy. Decentralised renewable energy generation and green hydrogen offer great potential for CO2 reductions. Improving energy efficiency through conservation and encouraging walking, cycling, and public transport can further drive a low-carbon future.	TRUE, the article discusses the integration of renewable energy into urban infrastructure development and decentralised renewable energy generation, which are both considered green innovations.	TRUE, the article discusses the development of new infrastructure that supports a low-carbon urban ecosystem, which can be considered a business innovation.	TRUE, the article discusses the use of green hydrogen, which is a green product.	TRUE, the article discusses the development of new infrastructure that supports a low-carbon urban ecosystem, which can be considered a green process.	company not identified	company not identified	product or process not identified	['221112 - Fossil Fuel Electric Power Generation', '221113 - Nuclear Electric Power Generation', '221119 - Other Electric Power Generation', '221121 - Electric Bulk Power Transmission and Control']	The article does not provide any examples of greenwashing.
This ‘climate-friendly’ fuel comes with an astronomical cancer risk - The Guardian	https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9lbnZpcm9ubWVudC8yMDIzL2ZlYi8yMy9jbGltYXRlLWZyaWVuZGx5LXVzLXByb2dyYW0tcGxhc3RpY3MtZnVlbC1jYW5jZXLSAWRodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vZW52aXJvbm1lbnQvMjAyMy9mZWIvMjMvY2xpbWF0ZS1mcmllbmRseS11cy1wcm9ncmFtLXBsYXN0aWNzLWZ1ZWwtY2FuY2Vy?oc=5	The EPA approved the creation of fuel from discarded plastics, despite the fact that the production of one of the fuels could emit air pollution that is so toxic, one out of four people exposed to it over a lifetime could get cancer.   The risk is 250,000 times greater than the level usually considered acceptable by the EPA division that approves new chemicals and the cancer burden will disproportionately fall on people who have low incomes and are Black.   Environmentalists say such claims are just greenwashing.	TRUE because the article describes a new fuel that is made from discarded plastics, and this fuel has the potential to reduce greenhouse gas emissions and boost the production of renewable fuels.	TRUE because the article describes a new way to produce fuel from discarded plastics.	FALSE because the article describes a new fuel that is made from discarded plastics, but this fuel does not meet the criteria to be a green product because it is not made from renewable resources and it does not reduce the use of toxic substances.	FALSE because the article describes a new way to produce fuel from discarded plastics, but this process does not meet the criteria to be a green process because it does not reduce waste, conserve natural resources, decrease energy consumption, or limit the release of harmful substances into the environment.	Chevron	Chevron Corporation	fuel from discarded plastics	['324110 - Petroleum Refineries', '325110 - Petrochemical Manufacturing', '325211 - Plastics Material and Resin Manufacturing', '562211 - Hazardous Waste Treatment and Disposal']	The article does not provide enough information to determine whether the described product or process innovation is an example of greenwashing.
Intersolar North America and Energy Storage North America 2023 Kick Off Annual Event with Record Attendance - GlobeNewswire	https://news.google.com/rss/articles/CBMitgFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9lbi9uZXdzLXJlbGVhc2UvMjAyMy8wMi8xNC8yNjA3ODE1LzAvZW4vSW50ZXJzb2xhci1Ob3J0aC1BbWVyaWNhLWFuZC1FbmVyZ3ktU3RvcmFnZS1Ob3J0aC1BbWVyaWNhLTIwMjMtS2ljay1PZmYtQW5udWFsLUV2ZW50LXdpdGgtUmVjb3JkLUF0dGVuZGFuY2UuaHRtbNIBAA?oc=5	Intersolar North America and Energy Storage North America is the leading solar + storage industry event in the US. Over 6,000 attendees, 350 exhibiting companies, and nearly 100 conference speakers have come together in Long Beach, CA, for the 2023 event. Attendees will have access to educational sessions, a sold-out exhibition floor, and networking opportunities with professionals from all corners of the industry.	FALSE	TRUE	FALSE	FALSE	Intersolar North America and Energy Storage North America	Diversified Communications	Intersolar North America and Energy Storage North America	['561920 - Convention and Trade Show Organizers', '561910 - Event Promoters', '541890 - Other Professional, Scientific, and Technical Services', '519190 - All Other Information Services']	The article does not provide information about the environmental benefits or sustainability aspects of Intersolar and Energy Storage North America.
VAFO introduces new pet food brand centered on sustainability - Pet Food Processing	https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnBldGZvb2Rwcm9jZXNzaW5nLm5ldC9hcnRpY2xlcy8xNzU3Mi12YWZvLWludHJvZHVjZXMtbmV3LXBldC1mb29kLWJyYW5kLWNlbnRlcmVkLW9uLXN1c3RhaW5hYmlsaXR50gEA?oc=5	VAFO Group has launched Planet Pet Society, a sustainable pet food brand that utilizes upcycled ingredients, achieves climate neutrality through production and packaging, and supports seagrass restoration projects in the Baltic Sea. The brand aims to meet the growing demand for eco-conscious pet food products among consumers.	TRUE, the product innovation described in the article meets the criteria to be a green innovation because it reduces negative environmental externalities by reducing food waste and using renewable energy sources.	TRUE, the product innovation described in the article meets the criteria to be a business innovation because it is a new product that differs significantly from the firm's previous products.	TRUE, the product described in the article meets the criteria to be a green product because it is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE, the process described in the article meets the criteria to be a green process because it minimizes environmental impacts and promotes sustainability by using upcycled ingredients and renewable energy sources.	VAFO Group	VAFO Group	Planet Pet Society	['311119 - Other Animal Food Manufacturing', '322214 - Pet Food Manufacturing', '562112 - Solid Waste Collection', '562212 - Solid Waste Landfill']	FALSE, the described product or process innovation is not an example of greenwashing because it is not making false or misleading statements about the environmental benefits of the product or process.
2022 Nikkei Excellent Products and Services Awards Ceremony - Hitachi Energy	https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmhpdGFjaGllbmVyZ3kuY29tL25ld3MvZmVhdHVyZXMvMjAyMy8wMi8yMDIyLW5pa2tlaS1leGNlbGxlbnQtcHJvZHVjdHMtYW5kLXNlcnZpY2VzLWF3YXJkcy1jZXJlbW9uedIBAA?oc=5	The 2022 Nikkei Excellent Products and Services Awards ceremony was held in Tokyo, Japan on February 1. One of the winners was Hitachi Energy for its OceaniQ™ portfolio for the offshore energy environment. The OceaniQ™ portfolio is a green innovation that will enable greater volumes of clean energy to be harvested and integrated into the world’s energy system.	TRUE, The OceaniQ™ portfolio is a green innovation because it reduces costs, increases safety, and improves efficiency for the offshore segment. Additionally, it will enable greater volumes of clean energy being efficiently harvested and integrated into the world’s energy system, a key to achieving carbon neutrality in 2050.	TRUE, The OceaniQ™ portfolio is a business innovation because it is a new or improved product or business process that differs significantly from the firm’s previous products or business processes and that has been introduced on the market or brought into use by the firm.	TRUE, OceaniQ™ is a green product because it is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle. It contributes to the reduction of greenhouse gas emissions, energy efficiency, and resource conservation.	FALSE, The article does not describe a specific green process.	Hitachi Energy	Hitachi Energy Ltd.	OceaniQ™ portfolio	['221112 - Fossil Fuel Electric Power Generation', '221113 - Nuclear Electric Power Generation', '221119 - Other Electric Power Generation', '541330 - Engineering Services']	FALSE, The product described in the article is not an example of greenwashing because it genuinely reduces environmental impact and contributes to sustainability.
Cleantech Qotto embarks on growth plan backed by $8M funding - TechCrunch	https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMi8xMy9jbGVhbnRlY2gtcW90dG8tZW1iYXJrcy1vbi1ncm93dGgtcGxhbi1iYWNrZWQtYnktOG0tZnVuZGluZy_SAQA?oc=5	Qotto, a solar kits provider in Africa, has raised $8 million in a Series A funding round to expand its operations and product offerings. Qotto provides off-grid solar solutions to individuals in sub-Saharan Africa. The company plans to use the funds to scale its operations in existing markets, expand to Ivory Coast, and introduce new products such as financial services and internet access hotspots.	TRUE. Qotto's solar kits and lanterns provide access to clean, reliable energy in areas that lack access to traditional electricity grids, contributing to environmental sustainability.	TRUE. Qotto's pay-to-own model and the planned introduction of new products and services, including financial services and internet access hotspots, represent significant innovations in the off-grid energy sector.	TRUE. Qotto's solar kits and lanterns are designed and manufactured to minimize environmental impact throughout their life cycle, using renewable energy and sustainable materials.	FALSE. The article does not describe any specific green processes implemented by Qotto.	Qotto	Qotto	Solar kits, lanterns, financial services, internet access hotspots	['221112 - Solar Electric Power Generation', '335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing', '335312 - Solar Photovoltaic Cell Manufacturing', '562211 - Electronic Computer Stores']	FALSE. The article does not provide any evidence to suggest that Qotto's products or processes are examples of greenwashing.
PUMA's journey towards more sustainable footwear - Sustainability Magazine	https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vc3VzdGFpbmFiaWxpdHltYWcuY29tL2FydGljbGVzL3B1bWFzLWpvdXJuZXktdG93YXJkcy1tb3JlLXN1c3RhaW5hYmxlLWZvb3R3ZWFy0gEA?oc=5	PUMA has made significant progress towards its sustainability goals, including reducing its own carbon emissions by 88% and increasing the use of recycled polyester in its products. The company is also exploring innovative ways to take responsibility for the afterlife of its products, such as through its RE:SUEDE and RE:JERSEY projects. PUMA was recently named the most sustainable brand in the industry by Business of Fashion.	TRUE, PUMA's sustainability strategy, 'Forever Better,' involves reducing carbon emissions, increasing the use of sustainable materials, and exploring innovative ways to take responsibility for the afterlife of its products.	TRUE, PUMA is exploring innovative ways to take responsibility for the afterlife of its products, such as through its RE:SUEDE and RE:JERSEY projects.	TRUE, PUMA's RE:SUEDE sneaker is made with biodegradable TPE and chromium-free leather, and the company is exploring ways to scale up chemical recycling to turn old polyester jerseys into new products.	TRUE, PUMA's RE:JERSEY project involves a chemical recycling process to turn old polyester jerseys into new products.	PUMA	PUMA SE	RE:SUEDE and RE:JERSEY projects	['315211', '315191', '315221', '315991']	FALSE, PUMA's RE:SUEDE and RE:JERSEY projects are genuine attempts to reduce the environmental impact of the company's products.
Circular economy - Economist Impact	https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vaW1wYWN0LmVjb25vbWlzdC5jb20vcHJvamVjdHMvY2lzY28tY2lyY3VsYXItZWNvbm9teS_SAQA?oc=5	Cisco is prioritizing circular design and sustainability in its products and practices, asking both employees and customers to join its efforts. The company believes that a circular economy is important not only for Cisco, but also for its customers. Cisco is scrutinizing everything from sourcing materials and shipping methods to the use of plastic and extended life cycles.	TRUE. Circular design reduces waste, conserves natural resources, and decreases energy consumption.	TRUE. Cisco is implementing circular design in its products and practices, which is a new and improved business process that differs significantly from the firm's previous business processes.	TRUE. The circular design of Cisco's products reduces waste, conserves natural resources, and decreases energy consumption. Cisco is also using more sustainable materials, such as recycled plastics.	TRUE. Circular design is a green process that minimizes environmental impacts and promotes sustainability. It involves using renewable resources, recycling materials, employing energy-efficient technologies, and ensuring that products are biodegradable or easily recyclable at the end of their life cycle.	Cisco	Cisco Systems, Inc.	circular design	['334413 - Semiconductor and Related Device Manufacturing', '334290 - Other Computer Peripheral Equipment Manufacturing', '517910 - Telecommunications', '517310 - Wired Telecommunications Carriers']	FALSE
Chocolate manufacturers focus on sustainability, innovative products - Snack Food & Wholesale Bakery	https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnNuYWNrYW5kYmFrZXJ5LmNvbS9hcnRpY2xlcy8xMDg0NDItY2hvY29sYXRlLW1hbnVmYWN0dXJlcnMtZm9jdXMtb24tc3VzdGFpbmFiaWxpdHktaW5ub3ZhdGl2ZS1wcm9kdWN0c9IBAA?oc=5	The chocolate industry is thriving, with increased sales in various categories and new product launches. Companies are emphasizing sustainability and meeting consumer demands for healthier and environmentally friendly products.	FALSE	TRUE	TRUE	FALSE	Hershey's	The Hershey Company	Kit Kit Blueberry Muffin flavor	['311320', '311330', '311340', '311990']	FALSE
