title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
Tennant Company Announces Net-Zero Greenhouse Gas Emissions Goals - CleanLink	https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL1Rlbm5hbnQtQ29tcGFueS1Bbm5vdW5jZXMtTmV0LVplcm8tR3JlZW5ob3VzZS1HYXMtRW1pc3Npb25zLUdvYWxzLS0yOTY2MNIBAA?oc=5	Tennant Company, a leader in the mechanized cleaning industry, has announced an ambitious plan to become net-zero by 2040. The company's new sustainability framework focuses on two pillars: Thriving People and Healthy Planet. Tennant has a legacy of strong leadership in sustainability and ESG, and its recent accomplishments include progress toward its existing Scope 3 science-based target by reducing the greenhouse gas emissions from the use of its products by 32% since 2016.	TRUE	TRUE	TRUE	TRUE	Tennant Company	Tennant Company	New sustainability framework	['333319 Other Commercial and Service Industry Machinery Manufacturing', '561990 All Other Support Services', '325613 Plastic Pipe and Pipe Fitting Manufacturing', '333415 Industrial Process Furnace and Oven Manufacturing']	FALSE
Sustainability and ESG glossary: 52 terms to know - TechTarget	https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3N1c3RhaW5hYmlsaXR5L2ZlYXR1cmUvU3VzdGFpbmFiaWxpdHktYW5kLUVTRy1nbG9zc2FyeS1UZXJtcy10by1rbm930gEA?oc=5	Sustainability is a key issue for businesses and governments today. It is important to understand the core concepts and terms around sustainability and ESG to be able to have productive conversations about these topics. Key terms include green innovation, business innovation, green product, and greenwashing.	FALSE	FALSE	FALSE	FALSE	company not identified	company not identified	product or process not identified	['']	This article does not provide enough information to determine whether the described product or process innovation is an example of greenwashing.
Sustainable aluminum: Decarbonizing at a cost that makes sense - McKinsey	https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1ja2luc2V5LmNvbS9pbmR1c3RyaWVzL21ldGFscy1hbmQtbWluaW5nL291ci1pbnNpZ2h0cy9hbHVtaW51bS1kZWNhcmJvbml6YXRpb24tYXQtYS1jb3N0LXRoYXQtbWFrZXMtc2Vuc2XSAQA?oc=5	Aluminum is a critical material for a low-carbon future, but its production is highly polluting. Decarbonizing the aluminum industry will require significant investment and collaboration among stakeholders. Green aluminum is likely to command a premium, and customers can play a key role in driving the transition to a more sustainable aluminum industry.	TRUE, because the article describes innovations that contribute to environmental sustainability goals, such as reducing greenhouse-gas emissions and using renewable energy.	TRUE, because the article describes innovations that are new or improved products or business processes, such as green aluminum production technologies and virtual power purchase agreements.	TRUE, because the article describes a product that is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle, such as green aluminum.	TRUE, because the article describes a process that minimizes environmental impacts and promotes sustainability, such as electric boilers powered by wind or solar, hydrogen boilers supplied with green hydrogen, or boilers that employ MVR technology.	Mission Possible Partnership	Mission Possible Partnership	green aluminum production technologies and virtual power purchase agreements	['331312 - Primary Aluminum Production', '333413 - Secondary Smelting and Alloying of Aluminum', '333999 - All Other Miscellaneous Fabricated Metal Product Manufacturing', '562211 - Integrated Facilities for Food Manufacturing']	FALSE, the article does not describe any examples of greenwashing.
Md. taking tentative steps toward clean construction rules: 'How we buy things matters' - Maryland Matters	https://news.google.com/rss/articles/CBMie2h0dHBzOi8vbWFyeWxhbmRtYXR0ZXJzLm9yZy8yMDIzLzA0LzAzL21kLXRha2luZy10ZW50YXRpdmUtc3RlcHMtdG93YXJkLWNsZWFuLWNvbnN0cnVjdGlvbi1ydWxlcy1ob3ctd2UtYnV5LXRoaW5ncy1tYXR0ZXJzL9IBAA?oc=5	Brad Hill, a former civil contractor, has invented a new method for producing concrete that is less carbon-intensive than traditional methods. Hill's method, called the Hill Process, uses a cold-temperature chain reaction to reproduce the chemical reaction that occurs when volcanic ash is exposed to water. The resulting concrete is half as heavy as standard concrete and has a greater life cycle. Four states have passed Buy Clean laws of their own, and a dozen states, including Maryland, have signed on to the Federal-State Buy Clean Partnership, a proposed procurement policy.	TRUE, Hill's method for producing concrete is a green innovation because it reduces greenhouse gas emissions by using a less carbon-intensive method of production.	TRUE, Hill's method for producing concrete is a business innovation because it is a new and improved product that differs significantly from the firm's previous products and has been introduced on the market.	TRUE, Hill's method for producing concrete is a green product because it is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE, Hill's method for producing concrete is a green process because it minimizes environmental impacts and promotes sustainability.	Comus Sustainable Pozzolan Products	Comus Sustainable Pozzolan Products	Hill Process	['327310 Cement Manufacturing', '324110 Petroleum Refineries', '562210 Solid Waste Collection', '562920 Materials Recovery Facilities']	FALSE
How closed loop systems are key to a sustainable future - Chain Store Age	https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vY2hhaW5zdG9yZWFnZS5jb20vaG93LWNsb3NlZC1sb29wLXN5c3RlbXMtYXJlLWtleS1zdXN0YWluYWJsZS1mdXR1cmXSAQA?oc=5	A growing number of consumers are demanding more sustainable products, which is leading businesses to adopt closed-loop systems, where products and materials are reused rather than wasted. Closed-loop systems can help to reduce pollution, conserve resources, and reduce greenhouse gas emissions. One example of a closed-loop system is SodaStream's reusable CO2 canisters, which are returned to the company to be cleaned and refilled.	TRUE; The article describes several examples of green innovations, such as SodaStream's reusable CO2 canisters, For Days' clothing recycling program, and Reformation's program that allows customers to return worn merchandise for a credit toward new stuff.	TRUE; The article describes several examples of business innovations, such as SodaStream's closed-loop system, For Days' clothing recycling program, and Reformation's program that allows customers to return worn merchandise for a credit toward new stuff.	TRUE; The article describes several examples of green products, such as SodaStream's reusable CO2 canisters, For Days' recycled clothing, and Reformation's clothing made from recycled materials.	TRUE; The article describes several examples of green processes, such as SodaStream's process for cleaning and refilling CO2 canisters, For Days' process for recycling clothing, and Reformation's process for turning old clothing into new products.	SodaStream	SodaStream International Ltd.	SodaStream's closed-loop system	['335210; Soda and Carbonated Water Manufacturing', '325998; All Other Miscellaneous Chemical Product and Preparation Manufacturing', '563112; Bottled Water Manufacturing', '551112; Offices of Other Holding Companies']	FALSE; The article does not provide any evidence that the described product or process innovations are examples of greenwashing.
Introducing Coachtopia: A new world of circular craft from Coach. Powered by community, building towards a better ... - PR Newswire	https://news.google.com/rss/articles/CBMivAFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2ludHJvZHVjaW5nLWNvYWNodG9waWEtYS1uZXctd29ybGQtb2YtY2lyY3VsYXItY3JhZnQtZnJvbS1jb2FjaC1wb3dlcmVkLWJ5LWNvbW11bml0eS1idWlsZGluZy10b3dhcmRzLWEtYmV0dGVyLWZ1dHVyZS1mb3Itb3VyLXBsYW5ldC0zMDE4MDI2NDEuaHRtbNIBAA?oc=5	Coachtopia is a new brand and platform launched by Coach that is focused on circular fashion and sustainability. The brand's Made Circular™ principles include using recycled and repurposed materials, designing for multiple lives, and creating circular pathways for its products. Coachtopia is working with a number of partners to develop innovative materials and processes that will help it to achieve its sustainability goals.	TRUE, Coachtopia is developing new materials and processes that will help it to reduce its environmental impact and promote sustainability.	TRUE, Coachtopia is a new brand and platform that is focused on circular fashion and sustainability. This is a new and innovative approach to fashion that has the potential to reduce the industry's environmental impact.	TRUE, Coachtopia's products are made with recycled and repurposed materials, and designed for multiple lives.	TRUE, Coachtopia is working with a number of partners to develop innovative materials and processes that will help it to reduce its environmental impact and promote sustainability.	Coach	Coach, Inc.	Coachtopia	['315999 (Other Apparel Accessories and Home Furnishings Manufacturing)', '316219 (Other Footwear Manufacturing)', '448190 (Clothing Stores)', '454113 (Department Stores)']	FALSE, Coachtopia is not an example of greenwashing because the brand is actually making significant efforts to reduce its environmental impact and promote sustainability.
11 Effective Solutions for Food Waste - EARTH.ORG	https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vZWFydGgub3JnL3NvbHV0aW9ucy1mb3ItZm9vZC13YXN0ZS_SAQA?oc=5	Food waste is a major environmental problem that can be tackled with innovative solutions.  There are many benefits to reducing food waste, including saving money, reducing greenhouse gas emissions, and improving public health.  Everyone can play a role in reducing food waste, from individuals to businesses to governments.	TRUE	TRUE	TRUE	TRUE	Earth.org	Earth.Org	not identified	['562998 - Other Waste Treatment and Disposal', '562212 - Solid Waste Collection', '562119 - Other Solid Waste Disposal', '562991 - Remediation Services']	FALSE
Introducing the 2023 ENERGY STAR Award Winners | ProBuilder - Pro Builder	https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnByb2J1aWxkZXIuY29tL2ludHJvZHVjaW5nLTIwMjMtZW5lcmd5LXN0YXItYXdhcmQtd2lubmVyc9IBAA?oc=5	The article highlights the annual ENERGY STAR awards given to companies that have made outstanding contributions to protecting the environment through superior energy achievements by producing, manufacturing, and promoting certified products. The awards are categorized into Partner of the Year, Home Performance with ENERGY STAR Contractor of the Year, and Excellence Award. Among the winners, notable mentions include PEG, EnergyLogic, GreenSavers, and Southern Energy Management for their contributions to energy efficiency.	TRUE. ENERGY STAR is a government-certified symbol for energy efficiency administered by the U.S. Environmental Protection Agency. The program helps Americans make well-informed consumer decisions inside and outside of the home.	TRUE. The article describes products and processes that meet the criteria to be a business innovation, such as the ENERGY STAR certified smart thermostats from Google Nest and the ENERGY STAR certified 120-volt heat pump water heater from Rheem.	TRUE. The article describes products that meet the criteria to be a green product, such as the ENERGY STAR certified refrigerators from LG Electronics and Bosch Home Appliances, and the ENERGY STAR certified dishwashers from Beko US and GE Lighting, a Savant company.	TRUE. The article describes processes that meet the criteria to be a green process, such as the home energy efficiency and HVAC contractor Ideal Air Conditioning and Insulation's 39% increase in duct sealing completions and the energy management and automation services company Schneider Electric's assistance to a large home builder with benchmarking and smart metering, helping homeowners reduce energy and costs by more than $800 million annually.	ENERGY STAR	ENERGY STAR	ENERGY STAR certified products and processes	['325110 - Household Appliance Manufacturing', '325411 - Automatic Storage Water Heater Manufacturing', '335220 - Household Refrigerator and Freezer Manufacturing', '561790 - Other Services to Buildings and Dwellings']	FALSE. The article does not provide any evidence to suggest that the described product or process innovation is an example of greenwashing.
Fact-or-Myth: Bio-based, organic, biodegradable - Cordis News	https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vY29yZGlzLmV1cm9wYS5ldS9hcnRpY2xlL2lkLzEyNTM5Ni1mYWN0b3JteXRoLWJpb2Jhc2VkLW9yZ2FuaWMtYmlvZGVncmFkYWJsZdIBAA?oc=5	1. Bio-based and organic are not the same concept and bio-based does not automatically mean it is more environmentally friendly than fossil-based products. 2. Biodegradability is a claim that should always come with an explanation of the surrounding environmental conditions under which a product or material biodegrades. 3. Composting is a specific kind of biodegradation process.	FALSE	FALSE	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A
These 8 Countries are Embracing Plant-Based Food for the Planet - VegNews	https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vdmVnbmV3cy5jb20vY291bnRyaWVzLWVtYnJhY2luZy1wbGFudC1iYXNlZC1mb29kLWZvci1wbGFuZXTSAQA?oc=5	Governments around the world are starting to recognize the importance of plant-based diets and alternative protein development in the fight against climate change. Some governments have started to take important steps to promote plant-based food consumption and support alternative protein development, including Germany, the US, Canada, Denmark, Taiwan, India, the Netherlands, and Finland.	TRUE. The article describes several innovative ways to reduce the environmental impact of food production, including plant-based meat products that taste just like animal meat and cellular agriculture techniques that combine plant-based ingredients with animal cells.	TRUE. The article describes several new or improved products and processes that have been introduced on the market or brought into use by firms, including plant-based school meals, vegan Fridays in New York City schools, and a new innovative technology that would help to perfect plant-based meat products.	TRUE. The article describes several products that meet the criteria to be a green product, including plant-based meat products that taste just like animal meat and are produced using cellular agriculture techniques.	TRUE. The article describes several processes that meet the criteria to be a green process, including a new innovative technology that would help to perfect plant-based meat products and combines cellular agriculture techniques with plant-based ingredients.	VTT Technical Research Centre of Finland	VTT Technical Research Centre of Finland	new innovative technology that would help to perfect plant-based meat products	['311999 - All Other Food Manufacturing', '311611 - Animal (except Poultry) Slaughtering', '311612 - Poultry Processing', '311942 - Spice and Extract Manufacturing']	FALSE. The article does not describe any examples of greenwashing.
