title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
Circular economy - Economist Impact	https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vaW1wYWN0LmVjb25vbWlzdC5jb20vcHJvamVjdHMvY2lzY28tY2lyY3VsYXItZWNvbm9teS_SAQA?oc=5	Many companies in the IT sector are making an effort to reduce their environmental impact by focusing on circular design and asking customers to join their efforts.	False	True	False	False	Cisco	Cisco Systems, Inc.	circular design	['334111 Electronic Computer Manufacturing', '334210 Telephone Apparatus Manufacturing', '334413 Semiconductor and Related Device Manufacturing', '541512 Computer Systems Design and Related Services']	This article does not describe a product or process innovation that is an example of greenwashing.
Back to basics: A systems thinker's view on circularity - GreenBiz	https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmdyZWVuYml6LmNvbS9hcnRpY2xlL2JhY2stYmFzaWNzLXN5c3RlbXMtdGhpbmtlcnMtdmlldy1jaXJjdWxhcml0edIBAA?oc=5	The circular economy is a systems approach to sustainability, focusing on cycling resources, reducing waste and pollution, and regenerating nature. It differs from sustainability, which generally aims to reduce impacts on people and the planet as compared to the status quo. Circularity must sit at the core of operations, aiming for profitability while simultaneously addressing global issues such as pollution, nature and biodiversity loss, and climate change.	TRUE. The circular economy is a green innovation because it contributes to environmental sustainability goals such as reducing waste, pollution, and resource consumption.	TRUE. The circular economy is a business innovation because it is a new or improved business process that differs significantly from previous business processes and has been brought into use in the firm.	FALSE. The article does not describe a specific green product.	FALSE. The article does not describe a specific green process.	Ellen MacArthur Foundation	Ellen MacArthur Foundation	Circular economy	['562998 - Other Miscellaneous Waste Treatment and Disposal', '561799 - Other Solid Waste Collection', '561990 - Remediation Services', '325910 - Chemical Manufacturing']	FALSE. The article does not describe an example of greenwashing.
Pathways towards circular plastics in Europe — good practice examples from countries, business and citizens - European Environment Agency	https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmVlYS5ldXJvcGEuZXUvcHVibGljYXRpb25zL3BhdGh3YXlzLXRvd2FyZHMtY2lyY3VsYXItcGxhc3RpY3MtaW7SAQA?oc=5	This article presents a three-pronged pathway for achieving a sustainable and circular plastics system: smarter use, increased circularity, and the use of renewable materials. The article highlights several good practice examples for each pathway, including initiatives by businesses, policymakers, and citizens. The examples demonstrate how to reduce the production of new plastics, increase the intensity and efficiency of use of plastics, and improve the collection, sorting, and recycling of plastics.	TRUE, the article describes several innovations that contribute to environmental sustainability goals, such as reducing plastic waste and greenhouse gas emissions.	TRUE, the article describes several new or improved products or business processes that differ significantly from the firm's previous products or business processes, such as new business models enabling moving from owning products to accessing services, and sharing between citizens.	TRUE, the article describes several products that are designed, manufactured, and used in a way that significantly reduces their environmental impact throughout their life cycle, such as reusable cups, cans, cutlery, etc., for different events and using these items in restaurants, instead of providing single-use products.	TRUE, the article describes several processes that minimize environmental impacts and promote sustainability, such as the use of standard plastic crates and pallets to create a closed loop, whereby a deposit scheme enables the packaging to be returned.	company not identified	company not identified	product or process not identified	['326199 - All Other Plastics Product Manufacturing', '562112 - Solid Waste Collection', '562219 - Other Nonhazardous Waste Treatment and Disposal', '562999 - All Other Miscellaneous Waste Management Services']	Although greenwashing is discussed in the article, there are no specific examples of greenwashing in the good practice examples provided.
What is zero waste? - World Economic Forum	https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzAyL3plcm8td2FzdGUtZ3VpZGUtcmV1c2UtaXRlbXMv0gEA?oc=5	Zero waste is a way of reducing waste sent to landfills and the environment by refusing excess items, reducing consumption, reusing and repairing old items, and recycling and composting any waste that cannot be reused. Many major organizations endorse zero waste practices, and many cities have zero waste goals, such as San Francisco, Portland, and New York City. Zero waste actions can reduce methane emissions, improve sustainability, save the planet's resources, and boost local economies by supporting refill shops, recycling, and composting.	TRUE. Zero waste is an innovation that reduces negative environmental externalities by reducing waste, conserving resources, and reducing harmful substances during production and waste disposal.	TRUE. Zero waste is a new and improved business process that differs significantly from previous business practices and can be associated with digital technologies for greater efficacy, resource efficiency, affordability, convenience, and usability.	TRUE. Zero waste is a green product because it is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle, emphasizing the use of environmentally benign materials, sustainable production processes, and product functionalities that support recycling and low environmental impact during usage and disposal.	TRUE. Zero waste is a green process because it is a set of methods or techniques in manufacturing, production, or any other operational activity that minimizes environmental impacts and promotes sustainability. Zero waste processes aim to reduce waste, conserve natural resources, decrease energy consumption, and limit the release of harmful substances into the environment.	company not identified	company not identified	zero waste	not found	FALSE. This article describes innovations that reduce waste and pollution, and does not use language typical of greenwashing.
How startups can usher in the circular economy - Sifted	https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vc2lmdGVkLmV1L2FydGljbGVzL3N0YXJ0dXBzLXNjYWxldXBzLWNpcmN1bGFyLWVjb25vbXktYnJuZNIBAA?oc=5	The circular economy, a model that prioritizes reusing, recycling, and sharing products, can reduce greenhouse gas emissions by 39%. Startups play a crucial role in transitioning to the circular economy because they can build their businesses from scratch and disrupt the status quo. Startups can create green innovations that are affordable and accessible, such as refurbished technology and rental equipment, and they can also offer waste management solutions that help to reduce plastic pollution.	TRUE	TRUE	TRUE	TRUE	Lowe Rental	Lowe Rental	* Lowe Rental's refrigeration unit rental  * Back Market's online marketplace for refurbished devices and appliances  * Cleanhub's credit-based system for calculating plastic waste and investing in disposal schemes	* 812990 - All Other Personal Services * 488390 - Other Rental and Leasing Services	The article does not provide any examples of greenwashing.
Product Returns, Reverse Logistics, and a Circular Economy - Esri	https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmVzcmkuY29tL2Fib3V0L25ld3Nyb29tL3B1YmxpY2F0aW9ucy93aGVyZW5leHQvcHJvZHVjdC1yZXR1cm5zLXByb2xpZmVyYXRlL9IBAA?oc=5	Product returns are on the rise. Some companies are discovering that the location intelligence they rely on to deliver products to customers efficiently can be equally helpful when goods move in reverse. Connecting Product Returns with Sources of Demand.	TRUE. The article describes a process for connecting returned goods with interested buyers or manufacturers that can create something new from what’s been returned. This process aims to lengthen a product’s useful life, reduce waste, and preserve—even revive—natural systems.	TRUE. The article describes a smart map that reveals the location of products and their potential destinations. This map can be used to identify organizations interested in buying returns, as well as to better route the products to minimize miles traveled and carbon emissions.	FALSE. The article does not describe a specific product that meets the criteria to be a green product.	TRUE. The article describes a process for assigning plastic products a unique digital identifier, which can be used to trace each batch from the point of collection to the recycling facility and beyond. Such transparency helps manufacturers validate net-zero achievements while giving consumers confidence that their purchases are supporting the circular economy.	company not identified	company not identified	smart map	['541512 Computer Systems Design Services', '541611 Administrative Management and General Management Consulting Services', '541690 Other Management Consulting Services', '541712 Research and Development in the Physical, Engineering, and Life Sciences']	FALSE. The article does not describe a product or process innovation that is an example of greenwashing.
Automakers move to adopt a circular economy - Economist Intelligence Unit	https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmVpdS5jb20vbi9hdXRvbWFrZXJzLW1vdmUtdG8tYWRvcHQtYS1jaXJjdWxhci1lY29ub215L9IBAA?oc=5	Automakers, including Renault, Stellantis and Volkswagen, are working to adopt circular economy principles in their vehicle production to reduce waste and comply with emissions regulations. While initiatives to improve vehicle recyclability are underway, a full shift to circularity will require closed-loop recycling systems and business models that make recycling profitable.	TRUE. The article describes efforts by automakers to adopt circular economy principles in their vehicle production to reduce waste and comply with emissions regulations.	TRUE. The article describes initiatives to improve vehicle recyclability, including the development of closed-loop recycling systems and business models that make recycling profitable.	FALSE. The article does not provide enough information about specific products to determine whether they meet the criteria to be green products.	TRUE. The article describes initiatives to improve vehicle recyclability, including the development of closed-loop recycling systems and business models that make recycling profitable.	Renault	Renault S.A.	circular economy	['336111 - Automobile Manufacturing', '336312 - Motor Vehicle Body and Trailer Manufacturing', '336322 - Motor Vehicle Engine and Engine Parts Manufacturing', '336330 - Motor Vehicle Transmission and Power Train Parts Manufacturing']	The article does not provide enough information to determine whether the described product or process innovation is an example of greenwashing.
Innovating for a circular world - Huhtamaki	https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lmh1aHRhbWFraS5jb20vZW4vaGlnaGxpZ2h0cy9zdXN0YWluYWJpbGl0eS9pbm5vdmF0aW5nLWZvci1hLWNpcmN1bGFyLXdvcmxkL9IBAA?oc=5	Huhtamaki, a sustainable packaging solutions company, has made significant strides in green innovation and circular economy initiatives in 2022. Key highlights include the launch of a home compostable paper-based coffee capsule in collaboration with Nespresso, a 100% recyclable mono-material blister packaging solution, and the establishment of The Cup Collective, an industrial-scale paper cup recycling initiative in Europe. These innovations aim to reduce environmental impact, promote sustainable practices, and drive circularity across the value chain.	TRUE, Huhtamaki's innovations, such as the home compostable paper-based coffee capsule and the 100% recyclable mono-material blister packaging solution, contribute to environmental sustainability goals by reducing waste and promoting circularity.	TRUE, Huhtamaki's innovations, such as the home compostable paper-based coffee capsule and the 100% recyclable mono-material blister packaging solution, are new or improved products or processes that differ significantly from the company's previous offerings and have been introduced on the market.	TRUE, Huhtamaki's home compostable paper-based coffee capsule is a green product as it is designed, manufactured, and used in a way that significantly reduces its environmental impact and promotes sustainability.	TRUE, Huhtamaki's investment in a flexible plastic packaging recycling plant in Khopoli, Maharashtra, is a green process as it aims to reduce waste, conserve natural resources, and promote circularity.	Huhtamaki	Huhtamäki Oyj	home compostable paper-based coffee capsule, 100% recyclable mono-material blister packaging solution, flexible plastic packaging recycling plant	['322211 - Paperboard Container Manufacturing', '322212 - Paperboard Box Manufacturing', '322214 - Paperboard Tube and Can Manufacturing', '322215 - Paperboard Carton Manufacturing']	FALSE, the article does not provide any evidence to suggest that Huhtamaki's innovations are examples of greenwashing.
Vestas unveils circularity solution to end landfill for turbine blades - Vestas	https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnZlc3Rhcy5jb20vZW4vbWVkaWEvY29tcGFueS1uZXdzLzIwMjMvdmVzdGFzLXVudmVpbHMtY2lyY3VsYXJpdHktc29sdXRpb24tdG8tZW5kLWxhbmRmaWxsLWZvci1jMzcxMDgxONIBAA?oc=5	Vestas has developed a new solution to make epoxy-based wind turbine blades circular, without the need to change the design or composition of the blade material. This solution involves a novel chemical process that can break down epoxy resin into virgin-grade materials, and it is expected to eliminate the need for blade redesign or landfill disposal for epoxy-based blades when they are decommissioned. Vestas has partnered with Olin and Stena Recycling to scale up the new chemical disassembly process into a commercial solution. Once mature, the solution will signal the beginning of a circular economy for all existing and future epoxy-based turbine blades.	TRUE. The new chemical process developed by Vestas and its partners is a green innovation because it contributes to the environmental sustainability goal of reducing resource consumption by developing a circular economy.	TRUE. The new chemical process developed by Vestas and its partners is a business innovation because it is a new and improved business process for one or more business functions that differs significantly from the firm’s previous business processes and that has been brought into use in the firm.	TRUE. The new chemical process developed by Vestas and its partners can be used to create new turbine blades made from re-used blade material. This will reduce the need for raw materials and reduce the environmental impact of blade manufacturing.	TRUE. The new chemical process developed by Vestas and its partners is a green process because it minimizes environmental impacts and promotes sustainability by breaking down epoxy resin into virgin-grade materials that can be reused.	Vestas	Vestas Wind Systems A/S	New chemical process for breaking down epoxy resin into virgin-grade materials	['325998 - All Other Fabricated Metal Products Manufacturing', '332999 - All Other Fabricated Metal Product Manufacturing', '336399 - Other Motor Vehicle Parts Manufacturing', '326199 - Other Plastics Product Manufacturing']	FALSE. The new chemical process developed by Vestas and its partners is not an example of greenwashing because it is a genuine innovation that has the potential to reduce the environmental impact of wind turbine blade manufacturing.
How Manufacturing Companies are Using Recycled Materials In Their Processes and What They're Using - SupplyChainBrain	https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5zdXBwbHljaGFpbmJyYWluLmNvbS9ibG9ncy8xLXRoaW5rLXRhbmsvcG9zdC8zNjUzNi1ob3ctbWFudWZhY3R1cmluZy1jb21wYW5pZXMtYXJlLXVzaW5nLXJlY3ljbGVkLW1hdGVyaWFscy1pbi10aGVpci1wcm9jZXNzZXMtYW5kLXdoYXQtdGhleXJlLXVzaW5n0gEA?oc=5	Manufacturers are increasingly using recycled materials and making production processes more eco-friendly. Recycled steel produced with electric arc furnace technology is an ideal material for sustainable development because it is infinitely recyclable. Steel made with recycled ferrous scrap can be used interchangeably with steel made from virgin materials for virtually all applications.	TRUE, because the article describes a new or improved product or process (recycled steel) that contributes to environmental sustainability goals (reducing waste, conserving natural resources, and reducing carbon emissions).	TRUE, because the article describes a new or improved product (recycled steel) that differs significantly from the company's previous products and has been introduced on the market.	TRUE, because the article describes a product (recycled steel) that is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE, because the article describes a process (steel production using electric arc furnace technology) that minimizes environmental impacts and promotes sustainability.	Gerdau	Gerdau S.A.	recycled steel	['331111: Iron and Steel Mills', '331210: Iron and Steel Pipe and Tube Manufacturing from Purchased Steel', '332111: Iron and Steel Forging', '332112: Steel Investment Foundries']	FALSE, because the article provides evidence to support the environmental benefits of recycled steel.
