title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing
Bold, Urgent Proposals for Using AI in Climate Action - The Rockefeller Foundation	https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnJvY2tlZmVsbGVyZm91bmRhdGlvbi5vcmcvaW5zaWdodHMvcGVyc3BlY3RpdmUvYm9sZC11cmdlbnQtcHJvcG9zYWxzLWZvci11c2luZy1haS1pbi1jbGltYXRlLWFjdGlvbi_SAQA?oc=5	Artificial intelligence (AI) has the potential to help fight climate change, but its application must be guided by clear priorities and guardrails. The rapid advancement of AI requires urgent establishment of these guidelines. The Digital Futures Lab in India is researching the complex relationship between AI and fighting climate change.	TRUE, AI has the potential to contribute to environmental sustainability goals by reducing resource consumption, developing a circular economy, and promoting nature conservation.	TRUE, the development of AI applications to fight climate change requires the development of new products and processes.	FALSE, the article does not describe a specific green product.	FALSE, the article does not describe a specific green process.	Digital Futures Lab	Digital Futures Lab	AI applications to fight climate change	['541511 Custom Computer Programming Services', '541512 Computer Systems Design Services', '541513 Computer Facilities Management Services', '541519 Other Computer Related Services']	FALSE, the article does not describe a greenwashing example.
Mars Tackles Climate Change Across Iconic Brands - PR Newswire	https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvbWFycy10YWNrbGVzLWNsaW1hdGUtY2hhbmdlLWFjcm9zcy1pY29uaWMtYnJhbmRzLTMwMTkzMzc0MS5odG1s0gEA?oc=5	Mars, Incorporated is investing $1 billion over the next three years to tackle climate change by bringing sustainability to all parts of its business.  Mars is committed to supporting the ground we walk on, rebuilding the coral reefs, rethinking packaging, and safeguarding the food we eat.  Mars is investing in sustainable rice farming practices, reducing plastic waste, and developing new fully recyclable packaging.	TRUE	TRUE	TRUE	TRUE	Mars, Incorporated	Mars, Incorporated	M&M's theater boxes, sustainable rice farming practices	['311999: All Other Food Manufacturing', '311211: Soft Drink Manufacturing', '311221: Breweries', '311421: Fruit and Vegetable Canning, Pickling and Freezing']	FALSE
Explainer: What is SDG13? - Capital Monitor	https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vY2FwaXRhbG1vbml0b3IuYWkvc2Rncy9zZGctMTMtY2xpbWF0ZS1hY3Rpb24vZXhwbGFpbmVyLXdoYXQtaXMtc2RnMTMv0gEA?oc=5	Climate change is an urgent issue requiring global action. Nations are implementing policies to reduce emissions and build resilience to climate change. However, 63 countries have not set 2050 net-zero targets, and climate change deniers in the US hinder progress.	TRUE, The article discusses the need for green innovation to combat climate change.	FALSE, No specific business innovation is described in the article.	FALSE, No specific green product is described in the article.	FALSE, No specific green process is described in the article.	company not identified	company not identified	product or process not identified	NA	FALSE. The article does not mention greenwashing.
Meet the climate innovators of tomorrow - MIT Technology Review	https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjMvMDkvMTQvMTA3OTQzNS9tZWV0LXRoZS1jbGltYXRlLWlubm92YXRvcnMtb2YtdG9tb3Jyb3cv0gFgaHR0cHM6Ly93d3cudGVjaG5vbG9neXJldmlldy5jb20vMjAyMy8wOS8xNC8xMDc5NDM1L21lZXQtdGhlLWNsaW1hdGUtaW5ub3ZhdG9ycy1vZi10b21vcnJvdy9hbXAv?oc=5	The article highlights innovators working in the field of climate action, specifically in the areas of batteries and fuels. Two innovators, Tongchao Liu and Venkat Viswanathan, are focused on developing new battery technologies to improve battery life and performance.	TRUE, the article describes innovations that contribute to environmental sustainability goals, such as reducing or replacing harmful substances, reducing resource consumption, and the protection of biological systems.	TRUE, the article describes a new or improved product or business process (or combination thereof) that differs significantly from the firm's previous products or business processes and that has been introduced on the market or brought into use by the firm.	FALSE, the article does not describe a specific product that meets the criteria to be a green product.	FALSE, the article does not describe a specific process that meets the criteria to be a green process.	Argonne National Lab	Argonne National Laboratory	battery technologies	['541710 Research and Development in Biotechnology', '541712 Research and Development in Physical, Engineering, and Life Sciences (except Biotechnology)', '334413 Semiconductor and Related Device Manufacturing', '335999 All Other Miscellaneous Electrical Equipment and Component Manufacturing']	FALSE, the article does not provide any evidence to suggest that the described innovations are an example of greenwashing.
Climate data and net zero: Closing the gap on investors' data needs - PRI	https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnVucHJpLm9yZy9kcml2aW5nLW1lYW5pbmdmdWwtZGF0YS9jbGltYXRlLWRhdGEtYW5kLW5ldC16ZXJvLWNsb3NpbmctdGhlLWdhcC1vbi1pbnZlc3RvcnMtZGF0YS1uZWVkcy8xMTY5OC5hcnRpY2xl0gEA?oc=5	Investors need robust and reliable climate data to deliver and credibly report on their net zero commitments. However, there are gaps in the data currently available.	TRUE, the article discusses the latest innovations and technologies in the field of sustainable developments, such as decarbonisation, reducing or replacing harmful substances, improving resource consumption by developing a circular economy, nature and wildlife conservation, or the protection of biological systems.	TRUE, the article primarily describes the development and adoption of products and processes but also briefly mentions a variety of business practices.	TRUE, the article briefly summarizes the efforts and innovation by various companies to reduce their carbon footprint and environmental impact.	TRUE, the article briefly summarizes the efforts and innovation by various companies to reduce their carbon footprint and environmental impact.	company not identified	company not identified	product or process not identified	['541710', '541611', '541618', '541511']	FALSE, the article does not provide any evidence that the product or process innovation is an example of greenwashing.
Blueprint for the Energy Transition | BCG - BCG	https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmJjZy5jb20vaW5kdXN0cmllcy9lbmVyZ3kvZW5lcmd5LXRyYW5zaXRpb24vYmx1ZXByaW500gEA?oc=5	The energy transition is critical to preserving a livable planet. It will also drive major economic change, but if successful, it can expand access to electricity and greater prosperity to people around the world. The transition will require massive acceleration of substitution and abatement of fossil fuel use.	TRUE	TRUE	TRUE	TRUE	BCG	Boston Consulting Group	low-carbon technologies	['221112 - Fossil Fuel Electric Power Generation', '221113 - Solar Electric Power Generation', '221119 - Other Electric Power Generation', '541330 - Engineering Services']	FALSE
Corbion launches AlgaPrime™ DHA P3, addressing the demand for sustainable active nutrition in the pet food industry - GlobeNewswire	https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2UvMjAyMy8wOS8yNS8yNzQ5MDU4LzAvZW4vQ29yYmlvbi1sYXVuY2hlcy1BbGdhUHJpbWUtREhBLVAzLWFkZHJlc3NpbmctdGhlLWRlbWFuZC1mb3Itc3VzdGFpbmFibGUtYWN0aXZlLW51dHJpdGlvbi1pbi10aGUtcGV0LWZvb2QtaW5kdXN0cnkuaHRtbNIBAA?oc=5	Corbion launches AlgaPrime™ DHA P3, a sustainable omega-3 ingredient for the pet food industry. The ingredient is produced via microalgae precision fermentation and offers higher levels of DHA while reducing dependency on scarce traditional omega-3 sources. AlgaPrime™ DHA P3 helps meet increasing consumer demand for more sustainable pet food ingredients and supports manufacturers in their efforts to overcome the most common challenges of omega-3 DHA inclusion.	TRUE. AlgaPrime™ DHA P3 is a green innovation because it contributes to environmental sustainability goals by reducing dependency on scarce traditional omega-3 sources and promoting the use of renewable energy sources.	TRUE. AlgaPrime™ DHA P3 is a business innovation because it is a new and improved product that differs significantly from Corbion's previous products and has been introduced on the market.	TRUE. AlgaPrime™ DHA P3 is a green product because it is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE. The production process of AlgaPrime™ DHA P3 is a green process because it minimizes environmental impacts and promotes sustainability by using renewable energy sources, reducing waste, and conserving natural resources.	Corbion	Corbion N.V.	AlgaPrime™ DHA P3	['311999 - All Other Food Manufacturing', '325412 - Pharmaceutical Preparation Manufacturing', '424710 - Pet Stores', '424990 - Other Miscellaneous Store Retailers (except Tobacco Stores)']	FALSE. There is no indication in the article that the described product or process innovation is an example of greenwashing.
Climate Education: How to Instil Hope & Action, Instead of Fear & Anxiety - Green Queen Media	https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmdyZWVucXVlZW4uY29tLmhrL2NsaW1hdGUtZWR1Y2F0aW9uLWhvdy13ZS1jYW4taW5zdGlsLWhvcGUtYWN0aW9uLWluc3RlYWQtb2YtZmVhci1lY28tYW54aWV0eS_SAQA?oc=5	The article discusses the importance of reframing climate change education around a message of "hopeful alarm"  to convey the urgency of the situation, instill a sense of agency in guiding the future, and provide specific examples of useful actions, relevant tools, and opportunities to help students act constructively. The article also discusses several ways in which educators can incorporate discussions of climate action into courses of different sizes, durations, and levels, including highlighting people and institutions involved in climate action, offering students more in-depth analysis of how carbon emissions can be targeted, and engaging students in immersive simulation exercises that illustrate emissions policies and their consequences.	TRUE, as the article emphasizes the urgency of climate change and the need for action and provides examples of climate action plans and emissions data from campuses to determine where cuts could be made or propose initiatives to reduce emissions.	TRUE, as the article discusses ways in which educators can incorporate discussions of climate action into courses of different sizes, durations, and levels, including highlighting people and institutions involved in climate action, offering students more in-depth analysis of how carbon emissions can be targeted, and engaging students in immersive simulation exercises that illustrate emissions policies and their consequences.	FALSE, the article does not provide a specific example of a product that meets the criteria to be a green product as defined in the context.	FALSE, the article does not provide a specific example of a process that meets the criteria to be a green process as defined in the context.	company not identified	N/A	product or process not identified	['611710 - Educational Support Services', '611691 - Job Training and Vocational Rehabilitation Schools', '611630 - Vocational Rehabilitation Services', '611519 - Other Technical and Trade Schools']	FALSE, the article does not suggest or implies that the described product or process innovations is an example of greenwashing.
Opportunities for Near-Zero-Emissions Steel Production in the Great Lakes - Rocky Mountain Institute	https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vcm1pLm9yZy9nYXAtYW5hbHlzaXMtZm9yLW5lYXItemVyby1lbWlzc2lvbnMtc3RlZWwtcHJvZHVjdGlvbi1pbi10aGUtZ3JlYXQtbGFrZXMv0gEA?oc=5	This article discusses the steel industry's transition to low-emissions practices, such as clean electricity, hydrogen production, and carbon capture and storage. It also highlights the importance of workforce development and land-based policies to support this transition.	TRUE. The article describes several green innovations, including clean electricity from renewable sources, clean hydrogen production, and carbon capture and storage.	TRUE. The article describes several business innovations, including clean hydrogen production, carbon capture and storage, and brownfield redevelopment for solar energy.	TRUE. The article describes several green products, including renewable energy, clean hydrogen, and steel produced using low-emissions processes.	TRUE. The article describes several green processes, including clean electricity production, clean hydrogen production, carbon capture and storage, and brownfield redevelopment for solar energy.	company not identified	company not identified	product or process not identified	['331110 - Iron and Steel Mills', '324190 - Other Petroleum and Coal Products Manufacturing', '221330 - Solar Thermal Electric Power Generation', '562910 - Remediation Services']	The article does not describe any examples of greenwashing.
Leapfrogging to prosperity through Science, Technology and Innovation - UNEP	https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnVuZXAub3JnL25ld3MtYW5kLXN0b3JpZXMvc3BlZWNoL2xlYXBmcm9nZ2luZy1wcm9zcGVyaXR5LXRocm91Z2gtc2NpZW5jZS10ZWNobm9sb2d5LWFuZC1pbm5vdmF0aW9u0gEA?oc=5	This article highlights the importance of science, technology, and innovation (STI) in helping developing nations leapfrog toward a sustainable future. UNEP is committed to providing developing nations with the technology they need for a brighter future through initiatives such as the Climate Technology Centre and Network, the SE4All Africa Hub for energy solutions, and the Kigali Cooling Efficiency programme.	FALSE	FALSE	FALSE	FALSE	UNEP	United Nations Environment Programme	product or process not identified	924110 - Administrative Management and General Management Consulting Services, 541712 - Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology), 541990 - All Other Professional, Scientific, and Technical Services, 541330 - Engineering Services	The article does not reference greenwashing.
Open-source net zero roadmap revealed by Mars - Packaging Europe	https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vcGFja2FnaW5nZXVyb3BlLmNvbS9uZXdzL29wZW4tc291cmNlLW5ldC16ZXJvLXJvYWRtYXAtcmV2ZWFsZWQtYnktbWFycy8xMDMyOS5hcnRpY2xl0gEA?oc=5	Mars, Incorporated has created a Net Zero Roadmap with targets to cut carbon emissions by 50% in absolute terms by 2030. The plan will see them invest $1 billion in climate action and pursue a green transition including renewable energy, supply chain transparency, and smart climate agriculture. The roadmap is intended to not only guide Mars but serve as an open-source action plan for other companies to use.	TRUE	TRUE	TRUE	TRUE	Mars, Incorporated	Mars, Incorporated	Net Zero Roadmap	['311919 - Other Snack Food Manufacturing', '311340 - Nonchocolate Confectionery Manufacturing', '311830 - Flour Milling', '311212 - Flour Milling']	FALSE
The Vodka Masters 2023 results - The Spirits Business	https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRoZXNwaXJpdHNidXNpbmVzcy5jb20vMjAyMy8wOS90aGUtdm9ka2EtbWFzdGVycy0yMDIzLXJlc3VsdHMv0gEA?oc=5	Vodka remains to be the leading spirit in sales and volume in the US according to the Distilled Spirits Council of the US. Green innovation is not discussed in the text, but there is some business innovation, and some green products and processes associated with vodka production.   There is evidence of business innovation among producers such as new product offerings, and some investment in sustainability efforts.   There is also evidence of green products and green processes in the vodka industry, including sustainably-sourced ingredients, and the use of renewable energy and water conservation in production.	FALSE	TRUE	TRUE	TRUE	company not identified.	company not identified.	product or process not identified.	['312140 - Distilleries', '311225 - Beverage Manufacturing', '312120 - Breweries', '312130 - Wineries']	No evidence of greenwashing is mentioned in the article.
Optera Secures $12M to Help Companies Prepare for New SEC Climate Disclosure Requirements - PR Newswire	https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL29wdGVyYS1zZWN1cmVzLTEybS10by1oZWxwLWNvbXBhbmllcy1wcmVwYXJlLWZvci1uZXctc2VjLWNsaW1hdGUtZGlzY2xvc3VyZS1yZXF1aXJlbWVudHMtMzAxOTIzNTIzLmh0bWzSAQA?oc=5	Optera, a leader in ESG and carbon management software, has raised $12M in Series A funding led by Next Frontier Capital. Their platform enables companies to quantify and manage their emissions with greater accuracy and actionability. Optera's software solution helps companies make progress towards net-zero initiatives.	TRUE. Optera's platform enables companies to reduce the climate impacts of their operations, supply chains, and products.	TRUE. Optera's platform is a new and improved business process for ESG and carbon management that differs significantly from previous processes and has been brought into use in the firm.	FALSE. The article describes a software platform for ESG and carbon management, not a physical product.	TRUE. Optera's platform is a new and improved process for ESG and carbon management that minimizes environmental impacts and promotes sustainability.	Optera	Optera	Optera ESG and carbon management platform	['541512 - Computer Systems Design Services', '541519 - Other Computer Related Services', '541611 - Administrative Management and General Management Consulting Services', '541690 - Other Management Consulting Services']	FALSE. The article does not provide any evidence that Optera's ESG and carbon management platform is an example of greenwashing.
Refilled launches initiative to save 100m single-use plastic bottles from vending - FoodBev.com	https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmZvb2RiZXYuY29tL25ld3MvcmVmaWxsZWQtbGF1bmNoZXMtaW5pdGlhdGl2ZS10by1zYXZlLTEwMG0tc2luZ2xlLXVzZS1wbGFzdGljLWJvdHRsZXMtZnJvbS12ZW5kaW5nL9IBAA?oc=5	Refilled, a climate tech start-up based in Sydney, Australia, has launched an initiative to eliminate single-use plastic bottle waste caused by the vending industry by replacing vending machines with its new BYO-Bottle system. Refilled's Refiller machines offer chilled still and sparkling drinks in various flavours that can be customised with optional boosters like caffeine, vitamins and exercise-oriented nootropics. Refilled aims to build and install 100 Refillers machines by 2024, with the goal of eliminating over 100 million single-use plastic bottles by 2030.	TRUE, the product aims to reduce plastic pollution and waste	TRUE, the product is a new business process for distributing beverages that differs significantly from previous business processes	TRUE, the product is designed to reduce plastic pollution and waste	TRUE, the process is designed to reduce plastic pollution and waste	Refilled	Refilled Pty Ltd	Refiller vending machine	['339999 - All Other Miscellaneous Manufacturing', '565199 - Other Vending Machine Operators', '445299 - Other Specialty Food Stores', '561799 - Other Bottled Water Manufacturing']	FALSE, the product and process are not an example of greenwashing as they genuinely reduce plastic pollution and waste
Ann Mettler on funding Europe’s energy transition - McKinsey	https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1ja2luc2V5LmNvbS9tZ2kvZm9yd2FyZC10aGlua2luZy9mb3J3YXJkLXRoaW5raW5nLW9uLWZ1bmRpbmctYS1jbGVhbi13b3JsZC13aXRoLWFubi1tZXR0bGVy0gEA?oc=5	Ann Mettler, Vice President of Europe for Breakthrough Energy, discusses the challenges and opportunities for Europe's clean energy technological ecosystem. She believes that Europe needs to focus on scaling up and deploying clean technologies, and that the Inflation Reduction Act in the US is accelerating the energy transition there. Despite the global energy crisis and geopolitical issues, Mettler remains optimistic about the net-zero transition, as she believes it will lead to greater energy resilience.	TRUE. The article discusses the development and deployment of clean technologies, such as wind and solar energy, green hydrogen, and sustainable fuels, which all contribute to environmental sustainability goals.	TRUE. The article mentions the development of a new type of long-duration energy storage technology that can be used to store renewable energy for later use. This technology has the potential to improve the reliability and affordability of renewable energy.	FALSE. The article does not discuss any specific green products.	TRUE. The article mentions the development of new manufacturing processes that are more sustainable and environmentally friendly.	Breakthrough Energy	Breakthrough Energy	Long-duration energy storage technology	['335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing', '541330 - Engineering Services', '541712 - Research and Development in the Physical, Engineering, and Life Sciences', '221112 - Fossil Fuel Electric Power Generation']	FALSE. The article does not provide any evidence of greenwashing.
