title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing	total_tokens
Recycling Basics and Benefits | US EPA - U.S. EPA.gov	https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmVwYS5nb3YvcmVjeWNsZS9yZWN5Y2xpbmctYmFzaWNzLWFuZC1iZW5lZml0c9IBAA?oc=5	The article discusses the benefits of recycling including environmental and economic aspects, challenges faced by the recycling system, and initiatives being taken to improve recycling practices.	FALSE, The article discusses the benefits of recycling and initiatives to improve recycling practices, but does not focus on a specific new or significantly improved product or business process that differs from the firm's previous offerings.	FALSE, The article mainly focuses on the benefits of recycling, economic impacts, challenges, and initiatives, rather than discussing a new or significantly improved product or business process.	TRUE, The article extensively covers the concept and benefits of recycling as a green product, emphasizing its role in reducing environmental impact and promoting sustainability throughout the product life cycle.	TRUE, The article mentions green processes in the context of recycling, highlighting methods and techniques that minimize environmental impacts, reduce waste, conserve resources, and limit harmful substance release.	company not identified	company not identified	Recycling	Likely NAICS Codes: 562920 - Materials Recovery Facilities, 562111 - Solid Waste Collection, 562112 - Hazardous Waste Collection, 562998 - All Other Miscellaneous Waste Management Services	FALSE, The article does not exhibit greenwashing as it provides factual information about the benefits, challenges, and initiatives related to recycling without any false or misleading environmental claims.	2705
Plastic bottles and bags to be made with more recycled content - Islands' Weekly	https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmlzbGFuZHN3ZWVrbHkuY29tL25ld3MvcGxhc3RpYy1ib3R0bGVzLWFuZC1iYWdzLXRvLWJlLW1hZGUtd2l0aC1tb3JlLXJlY3ljbGVkLWNvbnRlbnQv0gEA?oc=5	The Washington Department of Ecology introduces regulations to increase the amount of recycled content in plastic packaging, aiming to reduce plastic pollution and tackle climate change.	TRUE. The regulations to increase recycled content in plastic packaging align with objectives of mitigating environmental impact and promoting sustainability.	FALSE. The focus of the article is on regulatory changes and environmental initiatives rather than on individual firm-level innovations or new products.	TRUE. The initiative to use more recycled content in plastic packaging aligns with the definition of a green product, promoting eco-friendly materials and sustainable production processes.	TRUE. The introduction of regulations to increase recycled content in plastic packaging demonstrates a green process by aiming to minimize environmental impacts and promote sustainability.	Washington Department of Ecology	Washington Department of Ecology	Plastic Packaging	Likely NAICS Codes: 924110 - Administration of Air and Water Resource and Solid Waste Management Programs, 324110 - Petroleum Refineries, 326160 - Plastics Bottle Manufacturing, 562998 - All Other Miscellaneous Waste Management Services	FALSE. The article discusses genuine efforts by the Washington Department of Ecology to address plastic pollution and increase the use of recycled content in plastic packaging, rather than engaging in deceptive environmental claims.	1709
Amcor and NOVA Chemicals announce agreement to source mechanically recycled polyethylene USA - English ... - PR Newswire	https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2FtY29yLWFuZC1ub3ZhLWNoZW1pY2Fscy1hbm5vdW5jZS1hZ3JlZW1lbnQtdG8tc291cmNlLW1lY2hhbmljYWxseS1yZWN5Y2xlZC1wb2x5ZXRoeWxlbmUtMzAxOTgwNzc5Lmh0bWzSAQA?oc=5	Amcor, a global packaging solutions leader, announced a collaboration with NOVA Chemicals to purchase recycled polyethylene resin for flexible packaging films, supporting packaging circularity and striving for 30% recycled material usage by 2030.	TRUE. This collaboration represents green innovation by promoting the use of recycled materials, reducing greenhouse gas emissions, and supporting a circular economy.	FALSE. The focus is on purchasing recycled materials for packaging, which does not constitute a significant innovation in the firm's core products or processes.	TRUE. The use of recycled polyethylene resin for flexible packaging aligns with the definition of a green product, as it significantly reduces environmental impact throughout the product's life cycle.	TRUE. The adoption of recycled polyethylene resin in packaging production demonstrates a green process by minimizing environmental impacts and promoting sustainability in the manufacturing sector.	Amcor	Amcor	recycled polyethylene resin for flexible packaging films	Likely NAICS Codes: 326199 - All Other Plastics Product Manufacturing, 322219 - Other Paperboard Container Manufacturing, 493110 - General Warehousing and Storage, 424120 - Stationery and Office Supplies Merchant Wholesalers	FALSE. The article does not display any indication of greenwashing as it focuses on a genuine collaboration for using recycled materials in packaging production.	2121
Australia strengthens packaging standards with new national laws - Packaging Gateway	https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnBhY2thZ2luZy1nYXRld2F5LmNvbS9uZXdzL2F1c3RyYWxpYS1sYXdzLWV4cGFuc2lvbi1wYWNrYWdpbmcv0gEA?oc=5	Australia is introducing new packaging standards to accelerate the move towards a circular economy by setting recycled content requirements and banning harmful chemicals in packaging.	TRUE. This initiative to develop new packaging standards aligns with environmental sustainability goals, contributing to a circular economy and reducing harmful substances in packaging, which are key aspects of green innovation.	FALSE. While the article talks about new packaging standards, it does not specifically describe a new or significantly improved product or business process that differs from the company's previous practices or products.	TRUE. The article discusses setting nationwide recycled content requirements and banning harmful substances in packaging, which align with the definition of green products by significantly reducing environmental impact throughout the product's life cycle.	FALSE. The article does not focus on specific methods or techniques in manufacturing or production to minimize environmental impacts, thus not fitting the definition of a green process.	company not identified	not found	product or process not identified	Likely NAICS Codes: 562920 - Materials Recovery Facilities, 562112 - Hazardous Waste Treatment and Disposal, 562111 - Solid Waste Collection, 562119 - Other Waste Collection	FALSE. The article describes concrete actions and regulations being implemented to improve the environmental sustainability of packaging, rather than making false or misleading statements for the purpose of greenwashing.	1605
Parliament votes to water down EU's packaging waste law - EURACTIV	https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmV1cmFjdGl2LmNvbS9zZWN0aW9uL2VuZXJneS1lbnZpcm9ubWVudC9uZXdzL3BhcmxpYW1lbnQtdm90ZXMtdG8td2F0ZXItZG93bi1ldXMtcGFja2FnaW5nLXdhc3RlLWxhdy_SAQA?oc=5	The European Parliament adopted legislation to reduce packaging waste, but some key measures were weakened, including those on reuse and bans, after a tense debate and lobbying. The law aims to increase recycling and set targets on reuse and waste prevention to combat the 190 kilograms of packaging waste produced per European yearly. However, some measures were diluted, sparking concerns on how waste reduction targets will be achieved.	FALSE. The article discusses legislative changes related to packaging waste management and recycling targets, which do not meet the criteria of a green innovation as it focuses on regulatory measures rather than new environmental technologies or processes.	FALSE. The article does not discuss a new or improved product or business process but rather legislative changes related to packaging waste reduction and recycling targets.	TRUE. The discussion on reducing packaging waste, promoting recycling, and setting targets for reuse aligns with the definition of a green product as it addresses the significant reduction of environmental impact throughout the product's life cycle.	FALSE. The article does not focus on methods or techniques in manufacturing that minimize environmental impacts, but rather on legislative regulations pertaining to packaging waste reduction and recycling targets.	company not identified	not found	product or process not identified	Likely NAICS Codes: 562920 - Materials Recovery Facilities, 562998 - All Other Waste Management Services, 561920 - Packaging and Labeling Services, 561990 - All Other Support Services	FALSE. The article does not describe false or misleading environmental claims about a product or practice, but rather the legislative actions and debates surrounding packaging waste reduction and recycling targets.	2774
New York calls PepsiCo's plastic pollution a 'public nuisance' in first-of-its-kind lawsuit - Grist	https://news.google.com/rss/articles/CBMiemh0dHBzOi8vZ3Jpc3Qub3JnL2FjY291bnRhYmlsaXR5L25ldy15b3JrLWNhbGxzLXBlcHNpY29zLXBsYXN0aWMtcG9sbHV0aW9uLWEtcHVibGljLW51aXNhbmNlLWluLWZpcnN0LW9mLWl0cy1raW5kLWxhd3N1aXQv0gEA?oc=5	New York attorney general files lawsuit against PepsiCo over environmental pollution caused by plastic trash in Buffalo River watershed.	TRUE	FALSE	TRUE	TRUE	PepsiCo	PepsiCo	product or process not identified	Likely NAICS Codes: 312111 - Soft Drink Manufacturing, 326160 - Plastics Bottle Manufacturing, 562920 - Materials Recovery Facilities, 562998 - All Other Miscellaneous Waste Management Services	FALSE	2315
Expanded Polystyrene (EPS) Industry Advances Sustainability with $185M Investment in Recycled Content Resin ... - PR Web	https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5wcndlYi5jb20vcmVsZWFzZXMvZXhwYW5kZWQtcG9seXN0eXJlbmUtZXBzLWluZHVzdHJ5LWFkdmFuY2VzLXN1c3RhaW5hYmlsaXR5LXdpdGgtMTg1bS1pbnZlc3RtZW50LWluLXJlY3ljbGVkLWNvbnRlbnQtcmVzaW4tdGVjaG5vbG9naWVzLTMwMTk3ODEzNC5odG1s0gEA?oc=5	The article discusses the development of recycled content resin in the EPS industry, highlighting its environmental benefits and potential for increased sustainability.	TRUE. This is a green innovation as it focuses on the development of recycled content resin in the EPS industry, which aims to reduce environmental impacts and promote sustainability.	FALSE. The focus is more on the environmental benefits and sustainability aspects rather than on a significant change in product or business processes that would classify as business innovation.	TRUE. The article discusses the development of recycled content resin, which is designed to significantly reduce environmental impact throughout its life cycle.	TRUE. The article mentions sustainable solutions, environmentally responsible production, and compliance with future regulations in the EPS industry, indicating a focus on green processes.	EPS Industry Alliance (EPS-IA)	EPS Industry Alliance	Recycled content resin	Likely NAICS Codes: 326140 - Polystyrene Foam Product Manufacturing, 326150 - Urethane and Other Foam Product Manufacturing, 325211 - Plastics Material and Resin Manufacturing, 541620 - Environmental Consulting Services	FALSE. The article does not appear to be an example of greenwashing as it focuses on the genuine development and benefits of recycled content resin in the EPS industry.	1918
Five million bales wrapped with Trioworld's bale wrap with post-consumer recycled content - Mynewsdesk	https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5teW5ld3NkZXNrLmNvbS90cmlvd29ybGQvcHJlc3NyZWxlYXNlcy9maXZlLW1pbGxpb24tYmFsZXMtd3JhcHBlZC13aXRoLXRyaW93b3JsZHMtYmFsZS13cmFwLXdpdGgtcG9zdC1jb25zdW1lci1yZWN5Y2xlZC1jb250ZW50LTMyODYwMDTSAQA?oc=5	Trioworld launched a line of bale wrap made from Post-Consumer Recyclates (PCR) at Agritechnica 2019, now offering a full range of products with recycled content. The bale wrap is produced from used material collected by Trioworld, promoting circularity and reducing carbon footprint.	TRUE, The innovation of producing bale wrap from recycled content and closing the loop through recycling plants aligns with environmental sustainability goals.	TRUE, The introduction of bale wrap made from Post-Consumer Recyclates represents a significant change in Trioworld's product line, qualifying as a business innovation.	TRUE, Trioworld's bale wrap made from recycled content and designed for environmental impact reduction throughout its life cycle fits the definition of a green product.	TRUE, The process of producing bale wrap from used material, promoting circularity, and reducing environmental impacts aligns with the definition of a green process.	Trioworld	Trioworld	Bale Wrap	Likely NAICS Codes: 326199 - All Other Plastics Product Manufacturing, 562920 - Materials Recovery Facilities, 322220 - Coated and Laminated Packaging Paper Manufacturing, 325211 - Plastics Material and Resin Manufacturing	FALSE, The article does not exhibit greenwashing as it transparently communicates the use of recycled content and the environmental benefits of the bale wrap innovation.	1956
PharmaCos, Stoelzle Pharma's new packaging line for wellbeing products - Premium beauty	https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnByZW1pdW1iZWF1dHluZXdzLmNvbS9lbi9waGFybWFjb3Mtc3RvZWx6bGUtcGhhcm1hLXMtbmV3LDIyODU00gEA?oc=5	The article discusses the introduction of a new line of sustainable glass packaging solutions by Stoelzle Pharma called PharmaCos, featuring high recycled glass contents and lightweight design with accompanying caps and closures.	TRUE. This innovation contributes to environmental sustainability goals by offering packaging solutions with high recycled content and lightweight design, aligning with the principles of green innovation.	TRUE. The introduction of a new line of glass packaging solutions by Stoelzle Pharma qualifies as a business innovation due to its significant departure from previous products, marking an improved product offering in the market.	TRUE. The PharmaCos glass packaging solutions are designed with high recycled glass content, lightweight design, and various eco-friendly cap options, aligning with the comprehensive definition of green products.	FALSE. While the article discusses the production of glass packaging solutions with eco-friendly elements, it does not detail a specific method or technique in the manufacturing or production process that minimizes environmental impacts to qualify as a green process.	Stoelzle Pharma	Stoelzle Glass Group - Stoelzle Glass USA	PharmaCos glass packaging solutions	Likely NAICS Codes: 327213 - Glass Container Manufacturing, 325998 - All Other Miscellaneous Chemical Product and Preparation Manufacturing, 326199 - All Other Plastics Product Manufacturing, 551112 - Offices of Other Holding Companies	FALSE. The article focuses on the genuine sustainable features of the PharmaCos glass packaging solutions and does not contain false or misleading statements that would constitute greenwashing.	1659
Plega seating by Derlot among 12 new products on Dezeen Showroom - Dezeen	https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmRlemVlbi5jb20vMjAyMy8xMS8xMy9wbGVnYS1zZWF0aW5nLWRlcmxvdC1wcm9kdWN0cy1mdXJuaXR1cmUtbGlnaHRpbmctZGV6ZWVuLXNob3dyb29tL9IBAA?oc=5	The article features a collection of new products showcased on Dezeen Showroom, including a seating collection by Derlot, a table lamp by Ambientec, office chairs by Humanscale, an acoustic pod by Room, a dining chair by Noho, a rug by Azmas Rugs, new colors by Carnegie Fabrics, tiles by Undefasa, acoustic panels by Woven Image, modular seating by Morgan, wall-mounted acoustic panels by 3form, and acoustic lighting by Impact Acoustic.	FALSE. The article describes new products showcased on Dezeen Showroom, focusing on their design and functionality without specific emphasis on reducing negative environmental externalities or promoting sustainability goals.	TRUE. The article discusses new products and designs introduced by various brands, showcasing innovation in terms of seating, lighting, furniture, and acoustic solutions.	TRUE. The article features several products mentioned that align with the definition of green products, such as seating made from compressed polyester felt with recycled content, environmentally conscious table lamps, and furniture upholstered with sustainable materials.	TRUE. The article highlights products like an acoustic pod that incorporate sound-controlling materials and accessories to reduce noise levels, indicating the application of green processes in manufacturing and design.	company not identified	product_or_process not identified	product_or_process not identified	Likely NAICS Codes: 334510 - Electromedical and Electrotherapeutic Apparatus Manufacturing, 337127 - Institutional Furniture Manufacturing, 337214 - Office Furniture (except Wood) Manufacturing, 337920 - Blind and Shade Manufacturing	FALSE. The article primarily focuses on the features and design elements of the showcased products without making false or misleading environmental claims, suggesting an absence of greenwashing.	2382
