title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing	total_tokens
EU consumer group wants to ban carbon-neutral claims - Food Business News	https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmZvb2RidXNpbmVzc25ld3MubmV0L2FydGljbGVzLzIzNDQ2LWV1LWNvbnN1bWVyLWdyb3VwLXdhbnRzLXRvLWJhbi1jYXJib24tbmV1dHJhbC1jbGFpbXPSAQA?oc=5	The European consumer organization BEUC is calling for a ban on carbon-neutral claims for products due to concerns of greenwashing, pointing out that carbon offsetting may delay real actions on climate change.	FALSE - The article discusses concerns about carbon-neutral claims and carbon offsetting, but it does not present a new or significantly improved environmentally sustainable innovation.	FALSE - The focus of the article is on consumer concerns about carbon-neutral claims and offsetting, rather than the introduction of new products or processes that significantly differ from previous ones.	FALSE - The article is critical of carbon-neutral claims and offsetting practices, rather than highlighting the design or manufacturing of a specific product that reduces environmental impact throughout its lifecycle.	FALSE - The article does not detail a specific method or technique in manufacturing or operational activities aimed at minimizing environmental impacts and promoting sustainability.	The Climate Neutral Group	Climate Neutral Group	product or process not identified	Likely NAICS Codes: 541620 - Environmental Consulting Services, 541690 - Other Scientific and Technical Consulting Services, 611710 - Educational Support Services, 999999 - Unknown category	TRUE - The article addresses concerns about greenwashing associated with carbon-neutral claims and the use of carbon offsetting as a delayed action on climate impact.	1836
Wyke Farms carbon-neutral Aged English Cheddar expands availability in U.S. - dairyfoods.com	https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmRhaXJ5Zm9vZHMuY29tL2FydGljbGVzLzk2MjY2LXd5a2UtZmFybXMtY2FyYm9uLW5ldXRyYWwtYWdlZC1lbmdsaXNoLWNoZWRkYXItZXhwYW5kcy1hdmFpbGFiaWxpdHktaW4tdXPSAQA?oc=5	Wyke Farms is expanding U.S. availability of its Ivy’s Reserve Vintage Cheddar, promoted as the world’s first carbon-neutral Aged English Cheddar. The cheese is made from milk from the company's grass-grazing herds and aged up to 18 months, offering a creamy, complex flavor.	TRUE. This innovation aligns with environmental sustainability goals by promoting carbon neutrality, reducing environmental impact through production processes, and utilizing sustainable resources.	TRUE. The introduction of the carbon-neutral cheddar cheese as a new product in the market constitutes a business innovation for Wyke Farms.	TRUE. Ivy’s Reserve Vintage Cheddar can be classified as a green product due to its carbon-neutral production process, use of milk from grass-grazing herds, and sustainable manufacturing methods.	FALSE. The article does not provide detailed information on the manufacturing or production processes involved in creating the carbon-neutral cheddar cheese.	Wyke Farms	Wyke Farms	Ivy’s Reserve Vintage Cheddar	Likely NAICS Codes: 311513 - Cheese Manufacturing, 424420 - Packaged Frozen Food Merchant Wholesalers, 445292 - Confectionery Merchant Wholesalers, 722511 - Full-Service Restaurants	FALSE. The article does not raise concerns about false or misleading environmental claims regarding the product, indicating it is not an example of greenwashing.	1470
Hanon Systems Commits to Science-Based Targets Initiative (SBTi) - PR Newswire	https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvaGFub24tc3lzdGVtcy1jb21taXRzLXRvLXNjaWVuY2UtYmFzZWQtdGFyZ2V0cy1pbml0aWF0aXZlLXNidGktMzAxNzc1MzI1Lmh0bWzSAQA?oc=5	Hanon Systems joins the Business Ambition for 1.5°C campaign to set emission reduction targets in line with the Paris Agreement and aims to become carbon neutral by 2040 through various actions.	TRUE. This initiative by Hanon Systems to set emission reduction targets and become carbon neutral qualifies as green innovation as it contributes to environmental sustainability goals and aims to address climate change.	TRUE. Hanon Systems' commitment to set emission reduction targets and become carbon neutral can be categorized as a business innovation, as it represents a significant change in their operations and products to address environmental concerns.	TRUE. Hanon Systems' focus on developing low-carbon variants of existing products and new low-carbon solutions aligns with the definition of a green product by significantly reducing the environmental impact throughout the product's life cycle.	TRUE. The company's efforts to reduce waste, lower carbon footprint, and source low-carbon parts and materials demonstrate a green process approach by minimizing environmental impacts and promoting sustainability in its operations.	Hanon Systems	Hanon Systems	product or process not identified	Likely NAICS Codes: 336390 - Other Motor Vehicle Parts Manufacturing, 541711 - Research and Development in Biotechnology, 325120 - Industrial Gas Manufacturing, 237990 - Other Heavy and Civil Engineering Construction	FALSE. The article does not describe any false or misleading statements regarding environmental benefits, so it is not an example of greenwashing.	1989
EU urged to ban 'carbon neutral' claims for food and drink: 'There's no such thing as a CO2 neutral banana' - FoodNavigator.com	https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5mb29kbmF2aWdhdG9yLmNvbS9BcnRpY2xlLzIwMjMvMDMvMTAvRVUtdXJnZWQtdG8tYmFuLWNhcmJvbi1uZXV0cmFsLWNsYWltcy1mb3ItZm9vZC1hbmQtZHJpbmstVGhlcmUtcy1uby1zdWNoLXRoaW5nLWFzLWEtQ08yLW5ldXRyYWwtYmFuYW5h0gEA?oc=5	The article questions the validity of 'carbon neutral' claims for various food and drink products based on the process of carbon offsetting, highlighting concerns by consumer organizations and industry experts.	FALSE - The article discusses the challenges and controversies surrounding 'carbon neutral' claims for food and drink products, focusing on the issues related to carbon offsetting and the accuracy of such claims.	FALSE - The article primarily addresses questions around the validity of 'carbon neutral' claims for various food and drink products and does not focus on introducing new products or business processes.	FALSE - The article highlights the controversy surrounding 'carbon neutral' claims for various food and drink products, focusing on the challenges of achieving true carbon neutrality in their production and consumption.	FALSE - The article critiques the process of carbon offsetting used to support 'carbon neutral' claims for food and drink products, highlighting concerns about the efficacy and reliability of such practices in achieving environmental sustainability.	company not identified	product_or_process not identified	product or process not identified	Likely NAICS Codes: 	TRUE - The article discusses the concept of 'carbon neutral' claims for food and drink products and raises concerns about potential greenwashing practices, highlighting issues related to misleading environmental claims and the accuracy of carbon offsetting in achieving true sustainability.	3117
Multi X launches 100% carbon-neutral certified salmon - Aquafeed.com	https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmFxdWFmZWVkLmNvbS9uZXdzcm9vbS9mYXJtaW5nLW5ld3MvbXVsdGkteC1sYXVuY2hlcy0xMDAtY2FyYm9uLW5ldXRyYWwtY2VydGlmaWVkLXNhbG1vbi_SAQA?oc=5	Multi X Frozen, Fillet Trim D is the first Chilean carbon-neutral certified product available in the U.S. market. Multi X has launched a 100% CarbonNeutral® Certified Chilean salmon fillet that is now available in the U.S. According to Multi X, the product is aimed at providing a sustainable option for shoppers and contributing to environmental care. Multi X is working towards achieving carbon neutrality by 2030 and recently partnered with BioMar for sustainable feed alternatives.	TRUE This is a green innovation as it involves the introduction of a product that is carbon-neutral certified, aligning with environmental sustainability goals.	TRUE This is a business innovation as Multi X introduced a new product, the carbon-neutral certified salmon, differing significantly from its previous product offerings.	TRUE This is a green product as the CarbonNeutral® Certified Chilean salmon fillet is designed, manufactured, and used in a way that significantly reduces its environmental impact throughout its life cycle.	TRUE This is a green process as Multi X aims to reduce the carbon footprint of its products by partnering with BioMar for sustainable feed alternatives.	Multi X	Multi X	Multi X Frozen, Fillet Trim D	Likely NAICS Codes: 311710 - Seafood Product Preparation and Packaging, 424470 - Fish and Seafood Merchant Wholesalers, 424480 - Fresh Fruit and Vegetable Merchant Wholesalers, 311999 - All Other Miscellaneous Food Manufacturing	FALSE This is not an example of greenwashing as the article provides information on verifiable environmental initiatives and certifications undertaken by Multi X.	1728
How sustainable are your running shoes? - Runner's World UK	https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnJ1bm5lcnN3b3JsZC5jb20vdWsvZ2Vhci9zaG9lcy9hNDMzODc2MzAvc3VzdGFpbmFibGUtcnVubmluZy1zaG9lcy_SAQA?oc=5	The article discusses the sustainability challenges in the running shoe industry, highlighting the need for more significant changes to combat climate impact. It also touches on the complexity of achieving sustainability in running shoe production and the role of eco-conscious consumer choices in promoting sustainability.	TRUE. The article discusses the need for significant changes in the running shoe industry to combat climate impact, indicating a focus on green innovation.	FALSE. The article primarily focuses on sustainability challenges in the running shoe industry and consumer choices, rather than discussing new or significantly improved products or business processes.	TRUE. The article mentions various sustainable initiatives and challenges in the running shoe industry, addressing the use of environmentally friendly materials, sustainable production processes, and reducing environmental impact.	TRUE. The article discusses the need for sustainable manufacturing processes in the running shoe industry to reduce environmental impact, highlighting challenges and initiatives in promoting sustainability.	Allbirds	Allbirds	running shoes	Likely NAICS Codes: 316219 (Other Footwear Manufacturing), 451110 (Sporting Goods Stores), 424340 (Footwear Merchant Wholesalers), 448210 (Shoe Stores)	FALSE. The article does not exhibit greenwashing as it primarily focuses on highlighting sustainability challenges and promoting genuine efforts towards sustainability in the running shoe industry.	5500
Elovena® considered one of the most responsible brands in Finland – our systematic responsibility work continues - Cision News	https://news.google.com/rss/articles/CBMikgFodHRwczovL25ld3MuY2lzaW9uLmNvbS9yYWlzaW8tb3lqL3IvZWxvdmVuYS0tY29uc2lkZXJlZC1vbmUtb2YtdGhlLW1vc3QtcmVzcG9uc2libGUtYnJhbmRzLWluLWZpbmxhbmQtLS1vdXItc3lzdGVtYXRpYy1yZXNwb25zaWJpbGl0eS13byxjMzczNzg1N9IBAA?oc=5	Raisio's Elovena brand ranked in the top three in the Sustainable Brand Index in Finland. The company focuses on responsible actions, including plant-based products, environmentally friendly packaging, carbon neutrality, biodiversity projects, and health-conscious products. They aim for transparent sustainability practices and proactive consumer education.	TRUE	TRUE	TRUE	TRUE	Raisio	Raisio PLC	Elovena brand, Plant-based products, Environmentally friendly packaging, Carbon neutrality initiatives	Likely NAICS Codes: 311230 - Breakfast Cereal Manufacturing, 311920 - Coffee and Tea Manufacturing, 312130 - Wineries, 312320 - Ice Cream and Frozen Dessert Manufacturing	FALSE	2383
Unwrapping Eco-Labels: What Do They Really Mean? - U.S. News & World Report	https://news.google.com/rss/articles/CBMia2h0dHBzOi8vaGVhbHRoLnVzbmV3cy5jb20vaGVhbHRoLW5ld3MvYmxvZ3MvZWF0LXJ1bi9hcnRpY2xlcy91bndyYXBwaW5nLWVjby1sYWJlbHMtd2hhdC1kby10aGV5LXJlYWxseS1tZWFu0gEA?oc=5	The article discusses the emergence of eco-labels on food products, indicating the environmental impact of food through carbon emissions estimations. It highlights the potential of eco-labels to influence consumer food choices towards more climate-responsible options and showcases various eco-labels in the food industry, such as Carbon Neutral Certified, Climate Neutral Certified, Regenerative Organic Certified, and Upcycled Certified. The article also addresses the proliferation of eco-labels, with contrasting opinions on their effectiveness and the suggestion to focus on reducing personal carbon footprints through diet choices.	FALSE: While the article discusses eco-labels and certifications related to environmental impact and sustainability in the food industry, it does not introduce a novel approach or significant departure that would qualify as a green innovation.	FALSE: The article primarily focuses on eco-labels, certifications, and consumer behavior related to environmental impact in the food industry. It does not present a new or significantly improved product or business process.	TRUE: The article discusses various eco-labels and certifications related to food products that aim to signify reduced environmental impact and promote sustainability throughout the life cycle of these goods.	FALSE: Although the article mentions the importance of sustainable practices in the food industry and highlights certifications such as Regenerative Organic Certified and Upcycled Certified, it does not delve into specific methods or techniques in manufacturing or production processes.	company not identified	not found	product or process not identified	Likely NAICS Codes: 445110 (Supermarkets and Other Grocery Stores), 424490 (Other Grocery and Related Products Merchant Wholesalers), 722511 (Full-Service Restaurants), 424130 (Industrial and Personal Service Paper Merchant Wholesalers)	FALSE: The article provides information about various eco-labels used in the food industry, their significance, and potential impact on consumer choices. It does not involve false or misleading environmental claims, and instead, aims to educate consumers on the environmental impact of food products through these labels.	3106
Royale® tissue products are certified carbon neutral by the Carbon Trust - Canada NewsWire	https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3Lm5ld3N3aXJlLmNhL25ld3MtcmVsZWFzZXMvcm95YWxlLXItdGlzc3VlLXByb2R1Y3RzLWFyZS1jZXJ0aWZpZWQtY2FyYm9uLW5ldXRyYWwtYnktdGhlLWNhcmJvbi10cnVzdC04OTkyNzI1ODQuaHRtbNIBAA?oc=5	Royale, a household consumer brand in Canada, has obtained carbon neutral certification for its tissue products from the Carbon Trust. The products are manufactured by Irving Consumer Products Limited, known for responsible forest management and ecosystem conservation. Royale tissue products are certified carbon neutral from cradle-to-grave by the Carbon Trust.	TRUE - The article describes a green innovation as the tissue products by Royale are certified carbon neutral, contributing to environmental sustainability goals through responsible forest management and carbon neutrality.	FALSE - The article focuses on the green aspect of the product rather than significant differences in the firm's previous products or processes.	TRUE - Royale's tissue products are designed and manufactured to significantly reduce their environmental impact throughout their life cycle, meeting the criteria of a green product.	FALSE - The article focuses on the green attributes of the product rather than specific methods or techniques in manufacturing or operational activities.	Irving Consumer Products Limited	Irving Consumer Products Limited	Royale tissue products	Likely NAICS Codes: 322121 - Paper (except Newsprint) Mills, 322130 - Paperboard Mills, 562992 - Environmental Remediation Services, 322299 - All Other Converted Paper Product Manufacturing	FALSE - The certification and detailed information provided in the article demonstrate a genuine effort towards sustainability rather than false or misleading environmental claims.	2340
Discover the Top 10 Emission Reduction Technology Trends in 2023 - StartUs Insights	https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnN0YXJ0dXMtaW5zaWdodHMuY29tL2lubm92YXRvcnMtZ3VpZGUvZW1pc3Npb24tcmVkdWN0aW9uLXRlY2hub2xvZ3ktdHJlbmRzL9IBAA?oc=5	The article discusses the top 10 global emission reduction technology trends in 2023 based on research on startups and scaleups, highlighting innovations in areas such as carbon offsetting, AI, electrification, green hydrogen, CCUS technologies, energy-efficient integrations, big data, waste valorization, bio-based fuels & polymers, and emission monitoring.	TRUE. The article discusses various emission reduction technology trends aimed at reducing carbon emissions and promoting sustainability.	TRUE. The article focuses on tech-driven solutions and innovations in emission reduction technology trends that positively impact businesses and markets.	TRUE. The article discusses innovations in green products such as carbon offsetting solutions, AI-powered emission tracking, electrification technologies, green hydrogen solutions, bio-based fuels, biodegradable polymers, and waste valorization.	TRUE. The article highlights green processes including carbon capture technologies, energy-efficient integrations, and waste valorization solutions aimed at reducing environmental impacts and promoting sustainability.	company not identified	not found	product or process not identified	Likely NAICS Codes: 562910 - Remediation Services, 541710 - Research and Development in the Physical, Engineering, and Life Sciences, 221119 - Other Electric Power Generation, and 325199 - All Other Basic Organic Chemical Manufacturing	FALSE. The article provides information on legitimate emission reduction technologies and startups working towards environmental sustainability goals.	5382
