title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing	total_tokens
Kraft Heinz Releases 2023 Environmental Social Governance Report, Revealing Continued Progress Toward Goals ... - PR Newswire	https://news.google.com/rss/articles/CBMiwAFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2tyYWZ0LWhlaW56LXJlbGVhc2VzLTIwMjMtZW52aXJvbm1lbnRhbC1zb2NpYWwtZ292ZXJuYW5jZS1yZXBvcnQtcmV2ZWFsaW5nLWNvbnRpbnVlZC1wcm9ncmVzcy10b3dhcmQtZ29hbHMtYWNyb3NzLXRocmVlLXByaW9yaXR5LXBpbGxhcnMtMzAxOTU3NzQzLmh0bWzSAQA?oc=5	The Kraft Heinz Company released its 2023 Environmental Social Governance Report highlighting progress in healthy living, community support, environmental stewardship, responsible sourcing, and innovative packaging solutions, such as the HEINZ Tomato Ketchup pilot with Pulpex.	TRUE: The Kraft Heinz Company's 2023 ESG Report shows progress in environmental sustainability goals and innovative packaging solutions, contributing to reducing environmental impact and promoting sustainability.	FALSE: The article focuses on environmental and social governance goals rather than significant changes in products or business processes according to the definition of business innovation.	TRUE: The mention of innovative packaging solutions like the paper-based, renewable, and recyclable bottle made from sustainably sourced wood pulp aligns with the definition of a green product that significantly reduces environmental impact.	TRUE: The article discusses Kraft Heinz's efforts to innovate across its operational footprint to unlock energy, carbon, water, packaging, and waste solutions, highlighting green processes that aim to minimize environmental impacts and promote sustainability.	The Kraft Heinz Company	The Kraft Heinz Company	HEINZ Tomato Ketchup	Likely NAICS Codes: 311999 - All Other Miscellaneous Food Manufacturing, 312120 - Breweries, 312130 - Wineries, 327215 - Glass Product Manufacturing Made of Purchased Glass	FALSE: The article focuses on real accomplishments and progress made by The Kraft Heinz Company in environmental stewardship, community support, and responsible sourcing, showing a genuine effort rather than greenwashing.	3718
Sustainability Guidelines - National Geographic Society	https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lm5hdGlvbmFsZ2VvZ3JhcGhpYy5vcmcvc29jaWV0eS9zdXN0YWluYWJpbGl0eS1ndWlkZWxpbmVzL9IBAA?oc=5	The article emphasizes National Geographic's commitment to sustainability by ensuring social and environmental value through its actions and limiting negative impacts on communities, wildlife, and natural resources.	TRUE. The article describes practices aimed at reducing environmental impacts and promoting sustainability, aligning with the definition of green innovation.	FALSE. The article focuses on sustainability and environmental considerations within National Geographic's operations but does not primarily discuss new products or processes that differ significantly from previous ones.	TRUE. The article discusses National Geographic's efforts to create products with low environmental impact, such as conserving resources, minimizing waste, and using sustainable materials.	TRUE. The article mentions sustainable processes employed by National Geographic to minimize environmental impacts and promote sustainability in its operations.	National Geographic	National Geographic Society	product or process not identified	Likely NAICS Codes: 511120 - Periodical Publishers, 519130 - Internet Publishing and Broadcasting and Web Search Portals, 711510 - Independent Artists, Writers, and Performers, 813319 - Other Social Advocacy Organizations	FALSE. The article showcases National Geographic's genuine commitment to sustainability principles, indicating a transparent approach rather than greenwashing tactics.	1656
Whole Foods Expands 'Sourced For Good' Label To Coffee - Store Brands Magazine	https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vc3RvcmVicmFuZHMuY29tL3dob2xlLWZvb2RzLWV4cGFuZHMtc291cmNlZC1nb29kLWxhYmVsLWNvZmZlZdIBAA?oc=5	Whole Foods Market is expanding its Sourced for Good certification program to its private label coffee blends, promoting responsible sourcing that benefits workers and the environment. The program provides tangible improvements to farm workers' lives and strengthens worker communities in 12 countries.	TRUE This is green innovation as it promotes responsible sourcing that benefits both workers and the environment.	FALSE This is not purely a business innovation but rather an initiative focused on responsible sourcing and environmental stewardship.	TRUE This initiative involves the creation of green products through responsible sourcing and environmental stewardship.	TRUE This initiative involves implementing green processes in sourcing and production to promote sustainability and reduce environmental impacts.	Whole Foods Market	Whole Foods Market	product or process not identified	Likely NAICS Codes: 445110 - Supermarkets and Other Grocery (except Convenience) Stores, 721110 - Hotels (except Casino Hotels) and Motels, 311920 - Coffee and Tea Manufacturing, 112129 - Other Animal Aquaculture	FALSE This initiative is transparently promoting responsible sourcing practices and environmental stewardship, without any indication of false environmental claims.	1638
5 New technologies for beef producers - Successful Farming	https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmFncmljdWx0dXJlLmNvbS81LW5ldy10ZWNobm9sb2dpZXMtZm9yLWJlZWYtcHJvZHVjZXJzLTc1NTQwNzfSAQA?oc=5	The article discusses five emerging technologies in the beef industry aimed at improving herd health monitoring, cattle feeding efficiency, food verification for consumer trust, water intake monitoring, and bull health and performance tracking.	FALSE	TRUE	TRUE	TRUE	company not identified	product or process not identified	product or process not identified	Likely NAICS Codes: 112112 - Cattle Feedlots, 112990 - All other animal production, 541690 - Other Scientific and Technical Consulting Services, 541990 - All Other Professional, Scientific, and Technical Services	FALSE	1836
Oshi Salmon-Inspired Fillets Make Debut in NYC's Coletta Restaurant - vegconomist - the vegan business magazine	https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vdmVnY29ub21pc3QuY29tL2dhc3Ryb25vbXktZm9vZC1zZXJ2aWNlL2Zvb2Qtc2VydmljZS9vc2hpLXNhbG1vbi1kZWJ1dC1ueWNzLWNvbGV0dGEtcmVzdGF1cmFudC_SAQA?oc=5	Israeli startup Oshi debuts its salmon-inspired fillets at an upscale vegan Italian restaurant in New York City, marking its entry into the American foodservice market with environmentally friendly alternative fish products.	FALSE	TRUE	TRUE	FALSE	Oshi	Oshi	Oshi Salmon-Inspired Fillets	Likely NAICS Codes: 311612 - Meat Processed from Purchased Meat; 311119 - Other Animal Food Manufacturing; 311999 - All Other Miscellaneous Food Manufacturing; 325411 - Medicinal and Botanical Manufacturing	FALSE	1686
Lallemand celebrates one century of yeast production in Montreal - Aquafeed.com	https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmFxdWFmZWVkLmNvbS9wcm9kdWN0cy9zdXBwbGllcnMtbmV3cy9sYWxsZW1hbmQtY2VsZWJyYXRlcy1vbmUtY2VudHVyeS1vZi15ZWFzdC1wcm9kdWN0aW9uLWluLW1vbnRyZWFsL9IBAA?oc=5	Lallemand celebrates 100 years of yeast production and discusses the potential of microbes to address environmental challenges and health benefits.	TRUE. This is green innovation as the company discusses using innovative microorganisms to tackle environmental challenges and promote health benefits, aligning with sustainability goals.	TRUE. The article discusses Lallemand's advancements in probiotics and mentions its 100-year milestone in yeast production, showcasing new product developments and business processes.	TRUE. The article mentions developing products like probiotics and microbial fertilizers that aim to have low environmental impact and promote ecological and human health benefits.	TRUE. The article discusses using innovative microorganisms to address challenges like reducing carbon emissions and promoting biological crop protection, showcasing green processes in their operations.	Lallemand	Lallemand Inc.	product or process not identified	Likely NAICS Codes: 325199 - All Other Basic Organic Chemical Manufacturing, 325411 - Medicinal and Botanical Manufacturing, 541711 - Research and Development in Biotechnology, 541940 - Veterinary Services	FALSE. The article does not exhibit greenwashing as it focuses on genuine efforts by Lallemand to utilize innovative microorganisms for environmental and health benefits.	1719
MELITTA CANADA ANNOUNCES NEW SUSTAINABLE CERTIFICATIONS, HELPING CANADIAN COFFEE ... - Canada NewsWire	https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy5uZXdzd2lyZS5jYS9uZXdzLXJlbGVhc2VzL21lbGl0dGEtY2FuYWRhLWFubm91bmNlcy1uZXctc3VzdGFpbmFibGUtY2VydGlmaWNhdGlvbnMtaGVscGluZy1jYW5hZGlhbi1jb2ZmZWUtZHJpbmtlcnMtbWFrZS1iZXR0ZXItY2hvaWNlcy04NzQzNzk3MDguaHRtbNIBAA?oc=5	Melitta Canada launches a line of 100% Arabica Rainforest Alliance whole bean coffee and FSC/BPI Certified filters, emphasizing sustainability efforts and providing eco-friendly options for consumers.	TRUE - The article describes Melitta Canada's initiatives that strengthen global environmental stewardship efforts through third-party certifications like Rainforest Alliance, FSC, and BPI, contributing to environmental sustainability goals.	FALSE - The article focuses on sustainability and product certifications rather than significant changes to the firm's business processes, so it does not qualify as a business innovation.	TRUE - Melitta Canada's Rainforest Alliance certified whole bean coffee and FSC/BPI Certified filters are designed, manufactured, and used in a way that significantly reduces environmental impact throughout their life cycle, meeting the criteria of a green product.	FALSE - While the article mentions sustainable practices and certifications, it does not delve into specific manufacturing or operational methods that minimize environmental impacts, so it does not qualify as a green process.	Melitta Canada	Melitta Canada	product or process not identified	Likely NAICS Codes: 311920 Coffee and Tea Manufacturing, 325612 Polish and Other Sanitation Good Manufacturing, 322121 Paper (except Newsprint) Mills, 562111 Solid Waste Collection	FALSE - The article highlights genuine efforts by Melitta Canada to obtain third-party certifications and promote sustainability, without any indication of false or exaggerated environmental claims. Thus, it does not qualify as greenwashing.	2220
New funds allow Merritt forestry company to get more value out of harvest - Merritt Herald	https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1lcnJpdHRoZXJhbGQuY29tL25ldy1mdW5kcy1hbGxvdy1tZXJyaXR0LWZvcmVzdHJ5LWNvbXBhbnktdG8tZ2V0LW1vcmUtdmFsdWUtb3V0LW9mLWhhcnZlc3Qv0gEA?oc=5	The British Columbia government has announced new funding to strengthen wood-product manufacturing and support local First Nations economies in the province, including a focus on high-value industrial and manufacturing projects. The funding includes support for non-profit organizations and Indigenous-led planning projects, such as Stuwix Resources, to enhance processing approaches for maximizing harvested trees and marketable volume.	TRUE - The article describes initiatives aimed at improving wood-product manufacturing processes to increase efficiency and create economic opportunities, aligning with environmental sustainability goals by promoting responsible forestry practices and supporting local economies.	TRUE - The article discusses new funding and initiatives to enhance wood-product manufacturing and support local economies, constituting a significant change in business processes to drive long-term growth in the industry.	FALSE - The article focuses more on manufacturing processes and economic support rather than describing specific green products. Though the initiatives may lead to the production of environmentally friendly goods, the article does not specifically highlight green products.	TRUE - The article highlights efforts to improve processing approaches in wood-product manufacturing, aiming to increase the recovery of marketable volume from harvested trees and reduce waste, demonstrating a commitment to minimizing environmental impacts and promoting sustainability in manufacturing operations.	Stuwix Resources	Stuwix Resources	product or process not identified	Likely NAICS Codes: 113310 - Logging, 325510 - Paint and Coating Manufacturing, 321113 - Sawmill, Wood Preservation, and Wood-Pressure Treating, 562112 - Hazardous Waste Collection	FALSE - The article focuses on real initiatives and funding support for wood-product manufacturing and economic development, rather than making false or exaggerated claims about environmental benefits, thus not demonstrating greenwashing.	1737
Nor-Feed makes progress in aquaculture - Aquafeed.com	https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmFxdWFmZWVkLmNvbS9wcm9kdWN0cy9zdXBwbGllcnMtbmV3cy9ub3ItZmVlZC1tYWtlcy1wcm9ncmVzcy1pbi1hcXVhY3VsdHVyZS_SAQA?oc=5	The article discusses Nor-Feed's plant-based additives being used in aquaculture to eliminate xenobiotics, with products like Nor-Grape, Nor-Spice AB, and Durelax, showing various benefits in improving animal health and production.	TRUE The company, Nor-Feed, is innovating in the realm of plant-based additives for aquaculture, promoting sustainability by reducing the use of harmful substances in animal feed. This aligns with the principles of green innovation.	FALSE The focus of the article is on product innovation related to plant-based additives in aquaculture, rather than a significant change in the business process itself, making it less about business model innovation.	TRUE The plant-based additives developed by Nor-Feed meet the criteria of green products as they aim to reduce environmental impact throughout their lifecycle, promote animal health, and eliminate the use of harmful substances in animal feed.	TRUE Nor-Feed's approach to utilizing plant-based additives in aquaculture that eliminate xenobiotics and focus on sustainability reflects a green process innovation in the field of animal feed production.	Nor-Feed	Nor-Feed	Plant-based additives	Likely NAICS Codes: 325411 - Medicinal and Botanical Manufacturing, 325412 - Pharmaceutical Preparation Manufacturing, 112519 - Other Animal Food Manufacturing, 424910 - Farm Supplies Merchant Wholesalers	FALSE This article discusses the specific benefits and applications of Nor-Feed's plant-based additives in aquaculture without providing misleading information or overstating environmental benefits. Hence, it does not constitute greenwashing.	1697
Dundee to smelt up to 230000t of copper – Windhoek Observer - Windhoek Observer	https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lm9ic2VydmVyMjQuY29tLm5hL2R1bmRlZS10by1zbWVsdC11cC10by0yMzAwMDB0LW9mLWNvcHBlci_SAQA?oc=5	The article discusses Dundee Precious Metals Tsumeb's financial performance, smelting forecast, and its newly launched General Waste Management Facility.	FALSE	TRUE	TRUE	TRUE	Dundee Precious Metals Tsumeb (DPMT)	Dundee Precious Metals Tsumeb Ltd.	General Waste Management Facility	Likely NAICS Codes: 212230 - Copper, Nickel, Lead, and Zinc Mining, 562920 - Materials Recovery Facilities, 562111 - Solid Waste Collection, 562119 - Other Waste Collection	FALSE	1729
