title,links,link,id,guidislink,published,published_parsed,summary,title_detail.type,title_detail.language,title_detail.base,title_detail.value,summary_detail.type,summary_detail.language,summary_detail.base,summary_detail.value,source.href,source.title,query
Are Sustainable Practices a Money Suck or Are They Creating Positive Retail Impact? - PYMNTS.com,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA?oc=5,CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA,False,"Fri, 09 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=9, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=160, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA?oc=5"" target=""_blank"">Are Sustainable Practices a Money Suck or Are They Creating Positive Retail Impact?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PYMNTS.com</font>",text/plain,,,Are Sustainable Practices a Money Suck or Are They Creating Positive Retail Impact? - PYMNTS.com,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA?oc=5"" target=""_blank"">Are Sustainable Practices a Money Suck or Are They Creating Positive Retail Impact?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PYMNTS.com</font>",https://www.pymnts.com,PYMNTS.com,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
Five priorities for sustainable procurement in healthcare - Feature - Philips,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL2ZlYXR1cmVzLzIwMjMvMjAyMzA2MDEtZml2ZS1wcmlvcml0aWVzLWZvci1zdXN0YWluYWJsZS1oZWFsdGgtdGVjaG5vbG9neS1wcm9jdXJlbWVudC1pbi1ldXJvcGUuaHRtbNIBAA?oc=5'}]",https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL2ZlYXR1cmVzLzIwMjMvMjAyMzA2MDEtZml2ZS1wcmlvcml0aWVzLWZvci1zdXN0YWluYWJsZS1oZWFsdGgtdGVjaG5vbG9neS1wcm9jdXJlbWVudC1pbi1ldXJvcGUuaHRtbNIBAA?oc=5,CBMikgFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL2ZlYXR1cmVzLzIwMjMvMjAyMzA2MDEtZml2ZS1wcmlvcml0aWVzLWZvci1zdXN0YWluYWJsZS1oZWFsdGgtdGVjaG5vbG9neS1wcm9jdXJlbWVudC1pbi1ldXJvcGUuaHRtbNIBAA,False,"Thu, 01 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL2ZlYXR1cmVzLzIwMjMvMjAyMzA2MDEtZml2ZS1wcmlvcml0aWVzLWZvci1zdXN0YWluYWJsZS1oZWFsdGgtdGVjaG5vbG9neS1wcm9jdXJlbWVudC1pbi1ldXJvcGUuaHRtbNIBAA?oc=5"" target=""_blank"">Five priorities for sustainable procurement in healthcare - Feature</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Philips</font>",text/plain,,,Five priorities for sustainable procurement in healthcare - Feature - Philips,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL2ZlYXR1cmVzLzIwMjMvMjAyMzA2MDEtZml2ZS1wcmlvcml0aWVzLWZvci1zdXN0YWluYWJsZS1oZWFsdGgtdGVjaG5vbG9neS1wcm9jdXJlbWVudC1pbi1ldXJvcGUuaHRtbNIBAA?oc=5"" target=""_blank"">Five priorities for sustainable procurement in healthcare - Feature</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Philips</font>",https://www.philips.com,Philips,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
"Upcycled Del Monte Foods, Inc. Products Named Snack Product - CSRwire.com","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmNzcndpcmUuY29tL3ByZXNzX3JlbGVhc2VzLzc3Njk0MS11cGN5Y2xlZC1kZWwtbW9udGUtZm9vZHMtaW5jLXByb2R1Y3RzLW5hbWVkLXNuYWNrLXByb2R1Y3RzLXllYXItMjAyMy1taW5kZnVs0gEA?oc=5'}]",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmNzcndpcmUuY29tL3ByZXNzX3JlbGVhc2VzLzc3Njk0MS11cGN5Y2xlZC1kZWwtbW9udGUtZm9vZHMtaW5jLXByb2R1Y3RzLW5hbWVkLXNuYWNrLXByb2R1Y3RzLXllYXItMjAyMy1taW5kZnVs0gEA?oc=5,CBMiemh0dHBzOi8vd3d3LmNzcndpcmUuY29tL3ByZXNzX3JlbGVhc2VzLzc3Njk0MS11cGN5Y2xlZC1kZWwtbW9udGUtZm9vZHMtaW5jLXByb2R1Y3RzLW5hbWVkLXNuYWNrLXByb2R1Y3RzLXllYXItMjAyMy1taW5kZnVs0gEA,False,"Fri, 16 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=16, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=167, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmNzcndpcmUuY29tL3ByZXNzX3JlbGVhc2VzLzc3Njk0MS11cGN5Y2xlZC1kZWwtbW9udGUtZm9vZHMtaW5jLXByb2R1Y3RzLW5hbWVkLXNuYWNrLXByb2R1Y3RzLXllYXItMjAyMy1taW5kZnVs0gEA?oc=5"" target=""_blank"">Upcycled Del Monte Foods, Inc. Products Named Snack Product</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CSRwire.com</font>",text/plain,,,"Upcycled Del Monte Foods, Inc. Products Named Snack Product - CSRwire.com",text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmNzcndpcmUuY29tL3ByZXNzX3JlbGVhc2VzLzc3Njk0MS11cGN5Y2xlZC1kZWwtbW9udGUtZm9vZHMtaW5jLXByb2R1Y3RzLW5hbWVkLXNuYWNrLXByb2R1Y3RzLXllYXItMjAyMy1taW5kZnVs0gEA?oc=5"" target=""_blank"">Upcycled Del Monte Foods, Inc. Products Named Snack Product</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CSRwire.com</font>",https://www.csrwire.com,CSRwire.com,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
How to make climate finance work for everyone - World Economic Forum,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzA2L2NsaW1hdGUtZGVjYXJib25pemF0aW9uLWZpbmFuY2UtZXF1aXRhYmxlL9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzA2L2NsaW1hdGUtZGVjYXJib25pemF0aW9uLWZpbmFuY2UtZXF1aXRhYmxlL9IBAA?oc=5,CBMiUWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzA2L2NsaW1hdGUtZGVjYXJib25pemF0aW9uLWZpbmFuY2UtZXF1aXRhYmxlL9IBAA,False,"Mon, 19 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=19, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=170, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzA2L2NsaW1hdGUtZGVjYXJib25pemF0aW9uLWZpbmFuY2UtZXF1aXRhYmxlL9IBAA?oc=5"" target=""_blank"">How to make climate finance work for everyone</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Economic Forum</font>",text/plain,,,How to make climate finance work for everyone - World Economic Forum,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzA2L2NsaW1hdGUtZGVjYXJib25pemF0aW9uLWZpbmFuY2UtZXF1aXRhYmxlL9IBAA?oc=5"" target=""_blank"">How to make climate finance work for everyone</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Economic Forum</font>",https://www.weforum.org,World Economic Forum,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
5 Ways Tech Companies Can Improve Their Sustainability - Entrepreneur,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA?oc=5'}]",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA?oc=5,CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA,False,"Mon, 12 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=12, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=163, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA?oc=5"" target=""_blank"">5 Ways Tech Companies Can Improve Their Sustainability</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Entrepreneur</font>",text/plain,,,5 Ways Tech Companies Can Improve Their Sustainability - Entrepreneur,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA?oc=5"" target=""_blank"">5 Ways Tech Companies Can Improve Their Sustainability</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Entrepreneur</font>",https://www.entrepreneur.com,Entrepreneur,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
Connecting the World Responsibly: ASN's Commitment to Sustainable Submarine Cable Manufacturing and Deployment - Reuters.com,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9wbHVzL3NwZWNpYWwtaW50ZXJlc3QtZmlsbXMvY29ubmVjdGluZy10aGUtd29ybGQtcmVzcG9uc2libHktYXNucy1jb21taXRtZW50LXRvLXN1c3RhaW5hYmxlLXN1Ym1hcmluZS1jYWJsZS1tYW51ZmFjdHVyaW5nLWFuZC1kZXBsb3ltZW500gEA?oc=5'}]",https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9wbHVzL3NwZWNpYWwtaW50ZXJlc3QtZmlsbXMvY29ubmVjdGluZy10aGUtd29ybGQtcmVzcG9uc2libHktYXNucy1jb21taXRtZW50LXRvLXN1c3RhaW5hYmxlLXN1Ym1hcmluZS1jYWJsZS1tYW51ZmFjdHVyaW5nLWFuZC1kZXBsb3ltZW500gEA?oc=5,CBMioAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9wbHVzL3NwZWNpYWwtaW50ZXJlc3QtZmlsbXMvY29ubmVjdGluZy10aGUtd29ybGQtcmVzcG9uc2libHktYXNucy1jb21taXRtZW50LXRvLXN1c3RhaW5hYmxlLXN1Ym1hcmluZS1jYWJsZS1tYW51ZmFjdHVyaW5nLWFuZC1kZXBsb3ltZW500gEA,False,"Wed, 14 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=14, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=165, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9wbHVzL3NwZWNpYWwtaW50ZXJlc3QtZmlsbXMvY29ubmVjdGluZy10aGUtd29ybGQtcmVzcG9uc2libHktYXNucy1jb21taXRtZW50LXRvLXN1c3RhaW5hYmxlLXN1Ym1hcmluZS1jYWJsZS1tYW51ZmFjdHVyaW5nLWFuZC1kZXBsb3ltZW500gEA?oc=5"" target=""_blank"">Connecting the World Responsibly: ASN's Commitment to Sustainable Submarine Cable Manufacturing and Deployment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters.com</font>",text/plain,,,Connecting the World Responsibly: ASN's Commitment to Sustainable Submarine Cable Manufacturing and Deployment - Reuters.com,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9wbHVzL3NwZWNpYWwtaW50ZXJlc3QtZmlsbXMvY29ubmVjdGluZy10aGUtd29ybGQtcmVzcG9uc2libHktYXNucy1jb21taXRtZW50LXRvLXN1c3RhaW5hYmxlLXN1Ym1hcmluZS1jYWJsZS1tYW51ZmFjdHVyaW5nLWFuZC1kZXBsb3ltZW500gEA?oc=5"" target=""_blank"">Connecting the World Responsibly: ASN's Commitment to Sustainable Submarine Cable Manufacturing and Deployment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters.com</font>",https://www.reuters.com,Reuters.com,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
ATD wins SEAL award for tire recycling program - Tire Business,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRpcmVidXNpbmVzcy5jb20vd2hvbGVzYWxlL2F0ZC13aW5zLXNlYWwtYXdhcmQtdGlyZS1yZWN5Y2xpbmctcHJvZ3JhbdIBAA?oc=5'}]",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRpcmVidXNpbmVzcy5jb20vd2hvbGVzYWxlL2F0ZC13aW5zLXNlYWwtYXdhcmQtdGlyZS1yZWN5Y2xpbmctcHJvZ3JhbdIBAA?oc=5,CBMiUWh0dHBzOi8vd3d3LnRpcmVidXNpbmVzcy5jb20vd2hvbGVzYWxlL2F0ZC13aW5zLXNlYWwtYXdhcmQtdGlyZS1yZWN5Y2xpbmctcHJvZ3JhbdIBAA,False,"Mon, 05 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=5, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=156, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRpcmVidXNpbmVzcy5jb20vd2hvbGVzYWxlL2F0ZC13aW5zLXNlYWwtYXdhcmQtdGlyZS1yZWN5Y2xpbmctcHJvZ3JhbdIBAA?oc=5"" target=""_blank"">ATD wins SEAL award for tire recycling program</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tire Business</font>",text/plain,,,ATD wins SEAL award for tire recycling program - Tire Business,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRpcmVidXNpbmVzcy5jb20vd2hvbGVzYWxlL2F0ZC13aW5zLXNlYWwtYXdhcmQtdGlyZS1yZWN5Y2xpbmctcHJvZ3JhbdIBAA?oc=5"" target=""_blank"">ATD wins SEAL award for tire recycling program</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tire Business</font>",https://www.tirebusiness.com,Tire Business,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
Walmart plans to open its own beef plant for case-ready meat for its stores - Food Safety News,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8yMDIzLzA2L3dhbG1hcnQtcGxhbnMtdG8tb3Blbi1pdHMtb3duLWJlZWYtcGxhbnQtZm9yLWNhc2UtcmVhZHktbWVhdC1mb3ItaXRzLXN0b3Jlcy_SAQA?oc=5'}]",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8yMDIzLzA2L3dhbG1hcnQtcGxhbnMtdG8tb3Blbi1pdHMtb3duLWJlZWYtcGxhbnQtZm9yLWNhc2UtcmVhZHktbWVhdC1mb3ItaXRzLXN0b3Jlcy_SAQA?oc=5,CBMic2h0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8yMDIzLzA2L3dhbG1hcnQtcGxhbnMtdG8tb3Blbi1pdHMtb3duLWJlZWYtcGxhbnQtZm9yLWNhc2UtcmVhZHktbWVhdC1mb3ItaXRzLXN0b3Jlcy_SAQA,False,"Tue, 20 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=20, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=171, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8yMDIzLzA2L3dhbG1hcnQtcGxhbnMtdG8tb3Blbi1pdHMtb3duLWJlZWYtcGxhbnQtZm9yLWNhc2UtcmVhZHktbWVhdC1mb3ItaXRzLXN0b3Jlcy_SAQA?oc=5"" target=""_blank"">Walmart plans to open its own beef plant for case-ready meat for its stores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Food Safety News</font>",text/plain,,,Walmart plans to open its own beef plant for case-ready meat for its stores - Food Safety News,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8yMDIzLzA2L3dhbG1hcnQtcGxhbnMtdG8tb3Blbi1pdHMtb3duLWJlZWYtcGxhbnQtZm9yLWNhc2UtcmVhZHktbWVhdC1mb3ItaXRzLXN0b3Jlcy_SAQA?oc=5"" target=""_blank"">Walmart plans to open its own beef plant for case-ready meat for its stores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Food Safety News</font>",https://www.foodsafetynews.com,Food Safety News,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
Responsibly Sourced Fish Fillets - Trend Hunter,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvcmVzcG9uc2libHlzb3VyY2VkLWZpc2gtZmlsbGV0c9IBRmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS9hbXAvdHJlbmRzL3Jlc3BvbnNpYmx5c291cmNlZC1maXNoLWZpbGxldHM?oc=5'}]",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvcmVzcG9uc2libHlzb3VyY2VkLWZpc2gtZmlsbGV0c9IBRmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS9hbXAvdHJlbmRzL3Jlc3BvbnNpYmx5c291cmNlZC1maXNoLWZpbGxldHM?oc=5,CBMiQmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvcmVzcG9uc2libHlzb3VyY2VkLWZpc2gtZmlsbGV0c9IBRmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS9hbXAvdHJlbmRzL3Jlc3BvbnNpYmx5c291cmNlZC1maXNoLWZpbGxldHM,False,"Fri, 09 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=9, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=160, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvcmVzcG9uc2libHlzb3VyY2VkLWZpc2gtZmlsbGV0c9IBRmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS9hbXAvdHJlbmRzL3Jlc3BvbnNpYmx5c291cmNlZC1maXNoLWZpbGxldHM?oc=5"" target=""_blank"">Responsibly Sourced Fish Fillets</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Trend Hunter</font>",text/plain,,,Responsibly Sourced Fish Fillets - Trend Hunter,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvcmVzcG9uc2libHlzb3VyY2VkLWZpc2gtZmlsbGV0c9IBRmh0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS9hbXAvdHJlbmRzL3Jlc3BvbnNpYmx5c291cmNlZC1maXNoLWZpbGxldHM?oc=5"" target=""_blank"">Responsibly Sourced Fish Fillets</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Trend Hunter</font>",https://www.trendhunter.com,Trend Hunter,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
Patagonia discourages spending during China's 618 shopping festival - Jing Daily,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vamluZ2RhaWx5LmNvbS9wb3N0cy9wYXRhZ29uaWEtYW50aS1jb25zdW1lcmlzbS02MTgtZmVzdGl2YWzSAQA?oc=5'}]",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vamluZ2RhaWx5LmNvbS9wb3N0cy9wYXRhZ29uaWEtYW50aS1jb25zdW1lcmlzbS02MTgtZmVzdGl2YWzSAQA?oc=5,CBMiQ2h0dHBzOi8vamluZ2RhaWx5LmNvbS9wb3N0cy9wYXRhZ29uaWEtYW50aS1jb25zdW1lcmlzbS02MTgtZmVzdGl2YWzSAQA,False,"Thu, 15 Jun 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=6, tm_mday=15, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=166, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vamluZ2RhaWx5LmNvbS9wb3N0cy9wYXRhZ29uaWEtYW50aS1jb25zdW1lcmlzbS02MTgtZmVzdGl2YWzSAQA?oc=5"" target=""_blank"">Patagonia discourages spending during China's 618 shopping festival</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jing Daily</font>",text/plain,,,Patagonia discourages spending during China's 618 shopping festival - Jing Daily,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vamluZ2RhaWx5LmNvbS9wb3N0cy9wYXRhZ29uaWEtYW50aS1jb25zdW1lcmlzbS02MTgtZmVzdGl2YWzSAQA?oc=5"" target=""_blank"">Patagonia discourages spending during China's 618 shopping festival</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jing Daily</font>",https://jingdaily.com,Jing Daily,"https://news.google.com/rss/search?q=""Sustainable Practices"" ""new products""+after:2023-06-01+before:2023-06-30"
