title	link	summary	green_innovation	business_innovation	green_product	green_process	company	official_company_name	product_or_process	likely_naics_codes	greenwashing	total_tokens
We're Eco-designing, From R&D to Commercialization - Sanofi	https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LnNhbm9maS5jb20vZW4vbWFnYXppbmUvc29jaWFsLWltcGFjdC93ZS1yZS1lY28tZGVzaWduaW5nLWZyb20tcmQtdG8tY29tbWVyY2lhbGl6YXRpb27SAQA?oc=5	The article discusses a strategy focused on evaluating and improving the environmental footprint of products throughout their life cycle, emphasizing eco-design and the use of a standardized Life Cycle Assessment (LCA) methodology. The company aims to ensure that all new products will be eco-designed by 2025 and all top-selling products by 2030, and it has completed several environmental assessments since 2021.	TRUE. This is green innovation because it involves proactive evaluation and improvement of products' environmental impacts across their entire value chain, aiming to optimize sustainability through eco-design.	TRUE. This is considered a business innovation because it introduces an improved approach to product design and development that significantly differs from previous methods.	FALSE. The article does not specifically name a green product but refers to the overall strategy of eco-design for new products.	TRUE. This describes a green process because it outlines a method for analyzing and optimizing products' environmental performance through Life Cycle Assessment and eco-design.	company not identified	company not identified	product or process not identified	Likely NAICS Codes: 541620 - Environmental Consulting Services, 325320 - Pesticide and Other Agricultural Chemical Manufacturing, 332999 - All Other Miscellaneous Fabricated Metal Product Manufacturing, 333999 - All Other Miscellaneous General Purpose Machinery Manufacturing	FALSE. The article does not suggest any deceptive practices regarding environmental benefits; it focuses on their genuine commitments to sustainability.	1501
5 Ways Tech Companies Can Improve Their Sustainability - Entrepreneur	https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZ3JlZW4tZW50cmVwcmVuZXVyLzUtd2F5cy10ZWNoLWNvbXBhbmllcy1jYW4taW1wcm92ZS10aGVpci1zdXN0YWluYWJpbGl0eS80NTI5NTfSAQA?oc=5	The article discusses how technology companies are embracing sustainable practices and green innovations in response to environmental concerns and consumer demand. It highlights strategies such as adopting circular economy models, investing in eco-friendly products, promoting recycling, extending device lifecycles, and fostering a culture of sustainability. These practices aim to reduce waste and greenhouse gas emissions, benefiting both the environment and the companies' profitability. Overall, it emphasizes that sustainability is becoming crucial for competitive advantage in the tech industry.	TRUE. The article describes various green initiatives and practices that tech companies are implementing to minimize environmental impact and promote sustainability.	TRUE. The article discusses new strategies and processes that significantly differ from previous practices, introduced by tech companies to enhance their sustainability and market competitiveness.	FALSE. The article does not specifically name any particular green product; it focuses on practices and strategies rather than individual products.	TRUE. The article discusses processes such as embracing a circular economy, eco-friendly manufacturing, and recycling programs that aim to reduce waste and environmental impacts.	company not identified	company not identified	product or process not identified	Likely NAICS Codes: 541511 - Custom Computer Programming Services, 334118 - Computer Terminal and Other Computer Peripheral Equipment Manufacturing, 334413 - Semiconductor and Other Electronic Component Manufacturing, 517919 - All Other Telecommunications	FALSE. The article promotes genuine sustainable practices and initiatives taken by tech companies, rather than making misleading claims about their environmental efforts.	2836
The future of materials - Deloitte	https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Mi5kZWxvaXR0ZS5jb20vdXMvZW4vaW5zaWdodHMvaW5kdXN0cnkvb2lsLWFuZC1nYXMvdGhlLWZ1dHVyZS1vZi1tYXRlcmlhbHMuaHRtbNIBAA?oc=5	Eastman, a global specialty materials company, is innovating to implement sustainable practices through chemical recycling projects that utilize existing assets to reduce plastic waste and associated emissions. The company is reviving Kodak's old methanolysis technology for polyester recycling and introducing Carbon Renewal Technology for complex waste plastics. Eastman aims to recycle significant quantities of plastic waste and reduce greenhouse gas emissions while working with partners to enhance supply chain operations. The firm is committed to enhancing recycling capabilities and the circular economy through innovative practices and collaborations.	TRUE: This innovation contributes to environmental sustainability by reducing plastic waste and greenhouse gas emissions through chemical recycling processes.	TRUE: The introduction of new chemical recycling technologies and practices that significantly differ from Eastman's previous processes represents a form of business innovation.	FALSE: The article describes processes without identifying specific goods that would meet the definition of a green product.	TRUE: The use of Carbon Renewal Technology and Polyester Renewal Technology in recycling plastics represents a green process aimed at minimizing environmental impacts.	Eastman	Eastman Chemical Company	Carbon Renewal Technology (CRT) and Polyester Renewal Technology (PRT)	Likely NAICS Codes: 325199 - Other Basic Organic Chemical Manufacturing, 325211 - Plastics Material and Resins Manufacturing, 541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology), 486110 - Crude Petroleum Extraction	FALSE: The article does not suggest any misleading statements regarding the environmental benefits of Eastman's innovations; rather, it details specific initiatives aimed at sustainability.	2349
Are Sustainable Practices a Money Suck or Are They Creating Positive Retail Impact? - PYMNTS.com	https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnB5bW50cy5jb20vbmV3cy9yZXRhaWwvMjAyMy9hcmUtc3VzdGFpbmFibGUtcHJhY3RpY2VzLWEtbW9uZXktc3Vjay1vci1hcmUtdGhleS1jcmVhdGluZy1wb3NpdGl2ZS1yZXRhaWwtaW1wYWN0L9IBAA?oc=5	The article discusses the growing importance of sustainability in the retail sector, highlighting both the challenges and benefits of implementing green practices. While companies like Sephora and H&M have successfully adopted sustainable initiatives that attract consumers, others like Selfridges and Hermès are reassessing their commitments to collective efforts like the Fashion Pact. The article emphasizes the need for ongoing commitment to sustainability and the recognition that different companies must find tailored approaches to align with their sustainability goals.	TRUE. The article describes the implementation of sustainable practices such as recycling initiatives and reduced waste, contributing to environmental sustainability in the retail sector.	TRUE. The initiatives mentioned, such as Beauty (Re)Purposed and Close the Loop, represent new processes and improvements in business operations aimed at sustainability.	FALSE. Although the article discusses sustainable practices, it does not identify any specific product that would fit the definition of a green product.	TRUE. The described initiatives involve methods aimed at minimizing environmental impact and promoting recycling, qualifying them as green processes.	Sephora, H&M, Selfridges, Hermès	Sephora USA, Inc., H&M Hennes & Mauritz AB, Selfridges Group Ltd, Hermès International SCA	Beauty (Re)Purposed, Close the Loop	Likely NAICS Codes: 448120 - Cosmetics, Beauty Supplies, and Perfume Stores; 448130 - Clothing Stores; 813312 - Environment, Conservation, and Wildlife Organizations; 541710 - Research and Development in the Physical, Engineering, and Life Sciences.	FALSE. The article does not present any misleading information about environmental benefits; rather, it discusses the challenges and realities of adopting sustainable practices in retail.	2140
Crop Science Innovation Summit 2023: Bayer sees more than doubling of accessible markets and potential to shape ... - PR Newswire	https://news.google.com/rss/articles/CBMi4QFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9pbi9uZXdzLXJlbGVhc2VzL2Nyb3Atc2NpZW5jZS1pbm5vdmF0aW9uLXN1bW1pdC0yMDIzLWJheWVyLXNlZXMtbW9yZS10aGFuLWRvdWJsaW5nLW9mLWFjY2Vzc2libGUtbWFya2V0cy1hbmQtcG90ZW50aWFsLXRvLXNoYXBlLXJlZ2VuZXJhdGl2ZS1hZ3JpY3VsdHVyZS1vbi1tb3JlLXRoYW4tNDAwLW1pbGxpb24tYWNyZXMtMzAxODU3ODQ1Lmh0bWzSAQA?oc=5	Bayer's Crop Science Division is focusing on regenerative agriculture to support global food security and climate change mitigation, with a projected market potential of over 100 billion euros in accessible markets. The company is advancing transformative technologies including various new agricultural products and practices that promote sustainability, reduce environmental impacts, and enhance soil health. Bayer also emphasizes digital solutions and precision agriculture as part of its long-term growth strategy. Their innovations are designed to improve productivity while maintaining ecological and community health.	TRUE: The article discusses various innovations aimed at promoting regenerative agriculture, which significantly reduces the environmental impact of farming practices.	TRUE: Bayer is introducing improved products and processes that differ significantly from its previous offerings, thereby representing business innovation.	TRUE: The innovations mentioned, such as designer seeds and biological crop protection products, are designed to significantly reduce environmental impact throughout their life cycle.	TRUE: The article describes manufacturing and operational methods that aim to minimize waste and resource consumption, which align with the definition of green processes.	Bayer	Bayer AG	Preceon Smart Corn System	Likely NAICS Codes: 111210 - Corn Farming, 111199 - All Other Grain Farming, 325320 - Pesticide and Other Agricultural Chemical Manufacturing, 541714 - Research and Development in Biotechnology	FALSE: The article presents clear, substantive information about Bayer's genuine efforts towards sustainable agriculture and innovation without misleading claims, indicating that it is not an example of greenwashing.	4966
85% of Vestiaire Resale Shoppers Buying Less But Better - Sourcing Journal	https://news.google.com/rss/articles/CBMingFodHRwczovL3NvdXJjaW5nam91cm5hbC5jb20vc3VzdGFpbmFiaWxpdHkvc3VzdGFpbmFiaWxpdHktbmV3cy92ZXN0aWFpcmUtY29sbGVjdGl2ZS1pbXBhY3QtcmVwb3J0LWx1eHVyeS1mYXNoaW9uLXJlc2FsZS1tb25jbGVyLWphY3F1ZW11cy1jaGFuZWwtZ3VjY2ktNDQwOTA3L9IBAA?oc=5	Vestiaire Collective's second annual Impact Report highlights the positive environmental impacts of its fashion resale platform, which encourages consumers to buy used garments, thereby extending their life and reducing carbon emissions. The report reveals that buying pre-loved items can reduce environmental impact significantly, and the company has established a net climate-positive impact through its initiatives. Additionally, Vestiaire Collective's resale-as-a-service (RaaS) model further promotes sustainability in the fashion industry by incentivizing brands to resell items. The company actively lobbies for accountability among fast fashion companies and has banned multiple brands from its platform.	TRUE - The article describes initiatives that significantly reduce negative environmental impacts through promoting the resale of fashion items, which contributes to sustainability and decarbonisation efforts.	TRUE - Vestiaire Collective represents a new business model in the fashion industry focused on resale and sustainability, differing significantly from traditional fast-fashion practices.	TRUE - The pre-loved clothing available through Vestiaire Collective is designed for a lifecycle that minimizes environmental impact, satisfying the criteria for green products.	TRUE - The processes involved in the resale model, including reducing carbon emissions and promoting circular economy principles, reflect a commitment to minimized environmental impact.	Vestiaire Collective	Vestiaire Collective	resale platform	Likely NAICS Codes: 448140 - Family Clothing Stores; 453310 - Used Merchandise Stores; 541613 - Marketing Consulting Services; 541618 - Other Management Consulting Services	FALSE - The article does not suggest misleading claims; rather, it details genuine sustainability efforts and measurable environmental impacts of Vestiaire Collective's business model.	2481
“Impact First” investment fund 'Transform Health Fund' will help to improve access to healthcare in Africa - Philips	https://news.google.com/rss/articles/CBMivwFodHRwczovL3d3dy5waGlsaXBzLmNvbS9hLXcvYWJvdXQvbmV3cy9hcmNoaXZlL3N0YW5kYXJkL25ld3MvYXJ0aWNsZXMvMjAyMy8yMDIzMDYwNy1pbXBhY3QtZmlyc3QtaW52ZXN0bWVudC1mdW5kLXRyYW5zZm9ybS1oZWFsdGgtZnVuZC13aWxsLWhlbHAtdG8taW1wcm92ZS1hY2Nlc3MtdG8taGVhbHRoY2FyZS1pbi1hZnJpY2EuaHRtbNIBAA?oc=5	Philips' involvement in the Transform Health Fund aims to inspire corporate peers and investors to improve health systems by demonstrating the potential for private capital to achieve positive impacts. The fund includes various investors such as Merck, DFC, and USAID, showcasing a collective effort towards healthcare improvement. Annette Jung emphasizes the significant role of private capital in catalyzing health system enhancements at scale. More details about the fund and its supporters can be found on the Health Finance Coalition website.	FALSE - The article discusses healthcare investment and does not indicate that it directly contributes to environmental sustainability goals or reduces environmental impacts.	FALSE - The article focuses on investment and collaboration in health care rather than introducing a new or improved product or business process.	FALSE - There are no specific goods or services mentioned in the article that meet the definition of a green product.	FALSE - The article does not describe any specific methods or techniques used in manufacturing or production that minimize environmental impact.	Philips	Koninklijke Philips N.V.	product or process not identified	Likely NAICS Codes: 621111 - Offices of Physicians (except Mental Health Specialists), 621112 - Offices of Physicians, Mental Health Specialists, 621498 - All Other Outpatient Care Centers, 813920 - Professional Organizations.	FALSE - The article does not appear to engage in greenwashing as it discusses genuine healthcare initiatives rather than misleading environmental claims.	1574
Animal byproducts provide opportunity to cut carbon footprint of feed - Aquafeed.com	https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmFxdWFmZWVkLmNvbS9uZXdzcm9vbS9uZXdzL2FuaW1hbC1ieXByb2R1Y3RzLXByb3ZpZGUtb3Bwb3J0dW5pdHktdG8tY3V0LWNhcmJvbi1mb290cHJpbnQtb2YtZmVlZC_SAQA?oc=5	The article discusses the advantages of using locally produced Processed Animal Proteins (PAPs) and rendered fat as replacements for soy meal and palm oil in animal feed, highlighting reduced carbon emissions compared to vegetable alternatives. A lifecycle analysis indicates that animal byproducts (ABPs) not only lower the carbon footprint but also support sustainability in feed production, particularly following new EU regulations against deforestation. The study shows that PAPs and rendered fats have higher protein content and a lower overall environmental impact than conventional plant-based feed ingredients.	TRUE, because the use of Processed Animal Proteins (PAPs) and rendered fat significantly reduces carbon emissions and promotes sustainability in the feed industry.	TRUE, as the adoption of PAPs and rendered fat represents a new and improved business process for European feed compounders that differs from traditional methods.	TRUE, because Processed Animal Proteins (PAPs) and rendered fat are designed to reduce environmental impact throughout their life cycle.	TRUE, as the methods of using animal byproducts in feed production minimize waste, reduce resource consumption, and promote sustainability.	company not identified	official company name not identified	Processed Animal Proteins (PAPs)	Likely NAICS Codes: 311119 - Other Animal Food Manufacturing; 311615 - Poultry Processing; 311612 - Meat Processed from Carcasses; 311111 - Dog and Cat Food Manufacturing.	FALSE, as the article provides substantial evidence of environmental benefits from using PAPs and does not engage in misleading claims about their sustainability.	1995
Cosmetics industry: Refreshing the approach to waste and overproduction - Premium beauty	https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LnByZW1pdW1iZWF1dHluZXdzLmNvbS9lbi9jb3NtZXRpY3MtaW5kdXN0cnktcmVmcmVzaGluZy10aGUsMjIyNTTSAQA?oc=5	Avery Dennison's report highlights significant waste in the beauty supply chain, with over 10% of products worth $4.8 billion wasted, primarily due to overproduction and spoilage. With plastic packaging being a major environmental concern and only 9% of plastic waste recycled, companies face pressure to improve supply chain sustainability. The use of RFID technology is proposed as a solution to enhance transparency, reduce waste, and track carbon footprints in a product's lifecycle. atma.io supports brands in achieving zero waste and compliance with EU regulations through real-time analytics and inventory management.	TRUE - The article discusses RFID technology and the atma.io platform, both of which are innovative solutions designed to reduce waste and improve sustainability in the supply chain, aligning with the principles of green innovation.	TRUE - The implementation of RFID technology and connected product cloud solutions represents new or significantly improved business processes that enhance operational efficiency and sustainability.	FALSE - The article does not specifically describe a new or improved green product, but rather focuses on technologies and processes to improve sustainability in the supply chain.	TRUE - The use of RFID and the atma.io platform to enhance supply chain efficiency, reduce waste, and promote sustainability qualifies as a green process.	Avery Dennison	Avery Dennison Corporation	RFID technology and atma.io connected product cloud	{'Likely NAICS Codes': [{'code': '325620', 'category': 'Toilet Preparation Manufacturing'}, {'code': '311999', 'category': 'All Other Food Manufacturing'}, {'code': '423850', 'category': 'Service Establishment Equipment and Supplies Merchant Wholesalers'}, {'code': '541519', 'category': 'Other Computer Related Services'}]}	FALSE - The article does not appear to promote false environmental benefits; instead, it discusses practical solutions aimed at reducing waste and improving sustainability.	2104
Philips and Magazine TOILETPAPER Reframe Innovation with Refurb Editions | LBBOnline - Little Black Book	https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vbGJib25saW5lLmNvbS9uZXdzL3BoaWxpcHMtYW5kLW1hZ2F6aW5lLXRvaWxldHBhcGVyLXJlZnJhbWUtaW5ub3ZhdGlvbi13aXRoLXJlZnVyYi1lZGl0aW9uc9IBAA?oc=5	Royal Philips has launched its 'Better Than New' campaign to promote refurbished products, emphasizing the benefits of reusing and reducing waste. The campaign, co-created with creative agency LePub and TOILETPAPER magazine, seeks to shift consumer perception from 'new equals better' to 'better than new'. Philips claims that refurbished products can significantly lessen environmental impact by reducing the need for raw materials. The initiative also aligns with changing consumer preferences towards sustainability, as evidenced by survey data indicating willingness to pay more for durable and second-hand products.	TRUE - This initiative promotes sustainability by encouraging the reuse of products, reducing waste, and minimizing the environmental impact compared to new product consumption.	TRUE - The launch of refurbished products as a new market offering represents a significant improvement over previous products and processes, thus qualifying as a business innovation.	TRUE - The refurbished products meet the definition of green products as they are designed to reduce environmental impact throughout their life cycle.	TRUE - The process of refurbishing products minimizes waste, conserves resources, and decreases energy consumption, aligning with the principles of a green process.	Royal Philips	Philips	Refurbished products	Likely NAICS Codes: 334510 - Electro-medical and Electrotherapeutic Apparatus Manufacturing; 423450 - Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers; 541710 - Research and Development in the Physical, Engineering, and Life Sciences; 541611 - Administrative Management and General Management Consulting Services.	FALSE - The article does not provide evidence of greenwashing, as Philips appears to genuinely promote the environmental benefits of its refurbished products without misleading claims.	2329
